"Código","Municipio","Total de viviendas","Tipo de Vivienda","Cantidad de Viviendas","Porcentaje de Viviendas"
1404,"Zacualpa",7705,"Rancho",11,0.14
1404,"Zacualpa",7705,"Improvisada",51,0.66
1404,"Zacualpa",7705,"Otro",1,0.01
1404,"Zacualpa",7705,"Particular no registrada",4,0.05
1405,"Chajul",9552,"Total de viviendas colectivas",0,0
1405,"Chajul",9552,"Casa Formal",9400,98.41
1405,"Chajul",9552,"Apartamento",2,0.02
1405,"Chajul",9552,"Cuarto de casa de vecindad",3,0.03
1405,"Chajul",9552,"Rancho",24,0.25
1405,"Chajul",9552,"Improvisada",122,1.28
1405,"Chajul",9552,"Otro",0,0
1405,"Chajul",9552,"Particular no registrada",1,0.01
1406,"Santo Tomás Chichicastenango",29583,"Total de viviendas colectivas",8,0.03
1406,"Santo Tomás Chichicastenango",29583,"Casa Formal",29325,99.13
1406,"Santo Tomás Chichicastenango",29583,"Apartamento",12,0.04
1406,"Santo Tomás Chichicastenango",29583,"Cuarto de casa de vecindad",80,0.27
1406,"Santo Tomás Chichicastenango",29583,"Rancho",15,0.05
1406,"Santo Tomás Chichicastenango",29583,"Improvisada",25,0.08
1406,"Santo Tomás Chichicastenango",29583,"Otro",0,0
1406,"Santo Tomás Chichicastenango",29583,"Particular no registrada",118,0.4
1407,"Patzité",1353,"Total de viviendas colectivas",0,0
1407,"Patzité",1353,"Casa Formal",1343,99.26
1407,"Patzité",1353,"Apartamento",0,0
1407,"Patzité",1353,"Cuarto de casa de vecindad",0,0
1407,"Patzité",1353,"Rancho",3,0.22
1407,"Patzité",1353,"Improvisada",2,0.15
1407,"Patzité",1353,"Otro",0,0
1407,"Patzité",1353,"Particular no registrada",5,0.37
1408,"San Antonio Ilotenango",5315,"Total de viviendas colectivas",0,0
1408,"San Antonio Ilotenango",5315,"Casa Formal",5230,98.4
1408,"San Antonio Ilotenango",5315,"Apartamento",1,0.02
1408,"San Antonio Ilotenango",5315,"Cuarto de casa de vecindad",8,0.15
1408,"San Antonio Ilotenango",5315,"Rancho",13,0.24
1408,"San Antonio Ilotenango",5315,"Improvisada",10,0.19
1408,"San Antonio Ilotenango",5315,"Otro",0,0
1408,"San Antonio Ilotenango",5315,"Particular no registrada",53,1
1409,"San Pedro Jocopilas",6518,"Total de viviendas colectivas",0,0
1409,"San Pedro Jocopilas",6518,"Casa Formal",6466,99.2
1409,"San Pedro Jocopilas",6518,"Apartamento",1,0.02
1409,"San Pedro Jocopilas",6518,"Cuarto de casa de vecindad",2,0.03
1409,"San Pedro Jocopilas",6518,"Rancho",17,0.26
1409,"San Pedro Jocopilas",6518,"Improvisada",8,0.12
1409,"San Pedro Jocopilas",6518,"Otro",0,0
1409,"San Pedro Jocopilas",6518,"Particular no registrada",24,0.37
1410,"Cunén",7976,"Total de viviendas colectivas",0,0
1410,"Cunén",7976,"Casa Formal",7935,99.49
1410,"Cunén",7976,"Apartamento",1,0.01
1410,"Cunén",7976,"Cuarto de casa de vecindad",7,0.09
1410,"Cunén",7976,"Rancho",15,0.19
1410,"Cunén",7976,"Improvisada",10,0.13
1410,"Cunén",7976,"Otro",5,0.06
1410,"Cunén",7976,"Particular no registrada",3,0.04
1411,"San Juan Cotzal",6532,"Total de viviendas colectivas",2,0.03
1411,"San Juan Cotzal",6532,"Casa Formal",6481,99.22
1411,"San Juan Cotzal",6532,"Apartamento",1,0.02
1411,"San Juan Cotzal",6532,"Cuarto de casa de vecindad",4,0.06
1411,"San Juan Cotzal",6532,"Rancho",5,0.08
1411,"San Juan Cotzal",6532,"Improvisada",23,0.35
1411,"San Juan Cotzal",6532,"Otro",0,0
1411,"San Juan Cotzal",6532,"Particular no registrada",16,0.24
1412,"Joyabaj",19956,"Total de viviendas colectivas",1,0.01
1412,"Joyabaj",19956,"Casa Formal",19724,98.84
1412,"Joyabaj",19956,"Apartamento",28,0.14
1412,"Joyabaj",19956,"Cuarto de casa de vecindad",22,0.11
1412,"Joyabaj",19956,"Rancho",17,0.09
1412,"Joyabaj",19956,"Improvisada",111,0.56
1412,"Joyabaj",19956,"Otro",18,0.09
1412,"Joyabaj",19956,"Particular no registrada",35,0.18
1413,"Santa María Nebaj",18726,"Total de viviendas colectivas",3,0.02
1413,"Santa María Nebaj",18726,"Casa Formal",18663,99.66
1413,"Santa María Nebaj",18726,"Apartamento",7,0.04
1413,"Santa María Nebaj",18726,"Cuarto de casa de vecindad",12,0.06
1413,"Santa María Nebaj",18726,"Rancho",12,0.06
1413,"Santa María Nebaj",18726,"Improvisada",21,0.11
1413,"Santa María Nebaj",18726,"Otro",7,0.04
1413,"Santa María Nebaj",18726,"Particular no registrada",1,0.01
1414,"San Andrés Sajcabajá",7786,"Total de viviendas colectivas",1,0.01
1414,"San Andrés Sajcabajá",7786,"Casa Formal",7722,99.18
1414,"San Andrés Sajcabajá",7786,"Apartamento",5,0.06
1414,"San Andrés Sajcabajá",7786,"Cuarto de casa de vecindad",1,0.01
1414,"San Andrés Sajcabajá",7786,"Rancho",17,0.22
1414,"San Andrés Sajcabajá",7786,"Improvisada",5,0.06
1414,"San Andrés Sajcabajá",7786,"Otro",14,0.18
1414,"San Andrés Sajcabajá",7786,"Particular no registrada",21,0.27
1415,"San Miguel Uspantán",14065,"Total de viviendas colectivas",16,0.11
1415,"San Miguel Uspantán",14065,"Casa Formal",13798,98.1
1415,"San Miguel Uspantán",14065,"Apartamento",6,0.04
1415,"San Miguel Uspantán",14065,"Cuarto de casa de vecindad",4,0.03
1415,"San Miguel Uspantán",14065,"Rancho",161,1.14
1415,"San Miguel Uspantán",14065,"Improvisada",55,0.39
1415,"San Miguel Uspantán",14065,"Otro",3,0.02
1415,"San Miguel Uspantán",14065,"Particular no registrada",22,0.16
1416,"Sacapulas",11736,"Total de viviendas colectivas",1,0.01
1416,"Sacapulas",11736,"Casa Formal",11664,99.39
1416,"Sacapulas",11736,"Apartamento",6,0.05
1416,"Sacapulas",11736,"Cuarto de casa de vecindad",3,0.03
1416,"Sacapulas",11736,"Rancho",11,0.09
1416,"Sacapulas",11736,"Improvisada",34,0.29
1416,"Sacapulas",11736,"Otro",3,0.03
1416,"Sacapulas",11736,"Particular no registrada",14,0.12
1417,"San Bartolomé Jocotenango",3070,"Total de viviendas colectivas",5,0.16
1417,"San Bartolomé Jocotenango",3070,"Casa Formal",3040,99.02
1417,"San Bartolomé Jocotenango",3070,"Apartamento",3,0.1
1417,"San Bartolomé Jocotenango",3070,"Cuarto de casa de vecindad",6,0.2
1417,"San Bartolomé Jocotenango",3070,"Rancho",11,0.36
1417,"San Bartolomé Jocotenango",3070,"Improvisada",3,0.1
1417,"San Bartolomé Jocotenango",3070,"Otro",0,0
1417,"San Bartolomé Jocotenango",3070,"Particular no registrada",2,0.07
1418,"Canillá",3978,"Total de viviendas colectivas",0,0
1418,"Canillá",3978,"Casa Formal",3955,99.42
1418,"Canillá",3978,"Apartamento",1,0.03
1418,"Canillá",3978,"Cuarto de casa de vecindad",8,0.2
1418,"Canillá",3978,"Rancho",4,0.1
1418,"Canillá",3978,"Improvisada",6,0.15
1418,"Canillá",3978,"Otro",0,0
1418,"Canillá",3978,"Particular no registrada",4,0.1
1419,"Chicamán",8477,"Total de viviendas colectivas",0,0
1419,"Chicamán",8477,"Casa Formal",8348,98.48
1419,"Chicamán",8477,"Apartamento",5,0.06
1419,"Chicamán",8477,"Cuarto de casa de vecindad",0,0
1419,"Chicamán",8477,"Rancho",70,0.83
1419,"Chicamán",8477,"Improvisada",36,0.42
1419,"Chicamán",8477,"Otro",6,0.07
1419,"Chicamán",8477,"Particular no registrada",12,0.14
1420,"Playa Grande Ixcán",22222,"Total de viviendas colectivas",2,0.01
1420,"Playa Grande Ixcán",22222,"Casa Formal",20637,92.87
1420,"Playa Grande Ixcán",22222,"Apartamento",10,0.05
1420,"Playa Grande Ixcán",22222,"Cuarto de casa de vecindad",21,0.09
1420,"Playa Grande Ixcán",22222,"Rancho",1359,6.12
1420,"Playa Grande Ixcán",22222,"Improvisada",121,0.54
1420,"Playa Grande Ixcán",22222,"Otro",11,0.05
1420,"Playa Grande Ixcán",22222,"Particular no registrada",61,0.27
1421,"Pachalum",3091,"Total de viviendas colectivas",0,0
1421,"Pachalum",3091,"Casa Formal",3061,99.03
1421,"Pachalum",3091,"Apartamento",21,0.68
1421,"Pachalum",3091,"Cuarto de casa de vecindad",0,0
1421,"Pachalum",3091,"Rancho",0,0
1421,"Pachalum",3091,"Improvisada",8,0.26
1421,"Pachalum",3091,"Otro",0,0
1421,"Pachalum",3091,"Particular no registrada",1,0.03
1501,"Salamá",18578,"Total de viviendas colectivas",6,0.03
1501,"Salamá",18578,"Casa Formal",18272,98.35
1501,"Salamá",18578,"Apartamento",33,0.18
1501,"Salamá",18578,"Cuarto de casa de vecindad",161,0.87
1501,"Salamá",18578,"Rancho",37,0.2
1501,"Salamá",18578,"Improvisada",50,0.27
1501,"Salamá",18578,"Otro",14,0.08
1501,"Salamá",18578,"Particular no registrada",5,0.03
1502,"San Miguel Chicaj",8760,"Total de viviendas colectivas",3,0.03
1502,"San Miguel Chicaj",8760,"Casa Formal",8658,98.84
1502,"San Miguel Chicaj",8760,"Apartamento",5,0.06
1502,"San Miguel Chicaj",8760,"Cuarto de casa de vecindad",3,0.03
1502,"San Miguel Chicaj",8760,"Rancho",66,0.75
1502,"San Miguel Chicaj",8760,"Improvisada",11,0.13
1502,"San Miguel Chicaj",8760,"Otro",1,0.01
1502,"San Miguel Chicaj",8760,"Particular no registrada",13,0.15
1503,"Rabinal",12037,"Total de viviendas colectivas",4,0.03
1503,"Rabinal",12037,"Casa Formal",11978,99.51
1503,"Rabinal",12037,"Apartamento",7,0.06
1503,"Rabinal",12037,"Cuarto de casa de vecindad",19,0.16
1503,"Rabinal",12037,"Rancho",15,0.12
1503,"Rabinal",12037,"Improvisada",8,0.07
1503,"Rabinal",12037,"Otro",5,0.04
1503,"Rabinal",12037,"Particular no registrada",1,0.01
1504,"Cubulco",17441,"Total de viviendas colectivas",1,0.01
1504,"Cubulco",17441,"Casa Formal",17308,99.24
1504,"Cubulco",17441,"Apartamento",8,0.05
1504,"Cubulco",17441,"Cuarto de casa de vecindad",9,0.05
1504,"Cubulco",17441,"Rancho",51,0.29
1504,"Cubulco",17441,"Improvisada",26,0.15
1504,"Cubulco",17441,"Otro",26,0.15
1504,"Cubulco",17441,"Particular no registrada",12,0.07
1505,"Granados",4596,"Total de viviendas colectivas",1,0.02
1505,"Granados",4596,"Casa Formal",4556,99.13
1505,"Granados",4596,"Apartamento",4,0.09
1505,"Granados",4596,"Cuarto de casa de vecindad",0,0
1505,"Granados",4596,"Rancho",4,0.09
1505,"Granados",4596,"Improvisada",23,0.5
1505,"Granados",4596,"Otro",7,0.15
1505,"Granados",4596,"Particular no registrada",1,0.02
1506,"Santa Cruz El Chol",3293,"Total de viviendas colectivas",0,0
1506,"Santa Cruz El Chol",3293,"Casa Formal",3285,99.76
1506,"Santa Cruz El Chol",3293,"Apartamento",2,0.06
1506,"Santa Cruz El Chol",3293,"Cuarto de casa de vecindad",2,0.06
1506,"Santa Cruz El Chol",3293,"Rancho",0,0
1506,"Santa Cruz El Chol",3293,"Improvisada",1,0.03
1506,"Santa Cruz El Chol",3293,"Otro",2,0.06
1506,"Santa Cruz El Chol",3293,"Particular no registrada",1,0.03
1507,"San Jerónimo",7615,"Total de viviendas colectivas",4,0.05
1507,"San Jerónimo",7615,"Casa Formal",7601,99.82
1507,"San Jerónimo",7615,"Apartamento",2,0.03
1507,"San Jerónimo",7615,"Cuarto de casa de vecindad",1,0.01
1507,"San Jerónimo",7615,"Rancho",1,0.01
1507,"San Jerónimo",7615,"Improvisada",2,0.03
1507,"San Jerónimo",7615,"Otro",3,0.04
1507,"San Jerónimo",7615,"Particular no registrada",1,0.01
1508,"Purulhá",11470,"Total de viviendas colectivas",0,0
1508,"Purulhá",11470,"Casa Formal",11107,96.84
1508,"Purulhá",11470,"Apartamento",3,0.03
1508,"Purulhá",11470,"Cuarto de casa de vecindad",1,0.01
1508,"Purulhá",11470,"Rancho",284,2.48
1508,"Purulhá",11470,"Improvisada",65,0.57
1508,"Purulhá",11470,"Otro",4,0.03
1508,"Purulhá",11470,"Particular no registrada",6,0.05
1601,"Cobán",48652,"Total de viviendas colectivas",27,0.06
1601,"Cobán",48652,"Casa Formal",45673,93.88
1601,"Cobán",48652,"Apartamento",312,0.64
1601,"Cobán",48652,"Cuarto de casa de vecindad",638,1.31
1601,"Cobán",48652,"Rancho",1524,3.13
1601,"Cobán",48652,"Improvisada",347,0.71
1601,"Cobán",48652,"Otro",32,0.07
1601,"Cobán",48652,"Particular no registrada",99,0.2
1602,"Santa Cruz Verapaz",6979,"Total de viviendas colectivas",2,0.03
1602,"Santa Cruz Verapaz",6979,"Casa Formal",6862,98.32
1602,"Santa Cruz Verapaz",6979,"Apartamento",3,0.04
1602,"Santa Cruz Verapaz",6979,"Cuarto de casa de vecindad",10,0.14
1602,"Santa Cruz Verapaz",6979,"Rancho",28,0.4
1602,"Santa Cruz Verapaz",6979,"Improvisada",60,0.86
1602,"Santa Cruz Verapaz",6979,"Otro",1,0.01
1602,"Santa Cruz Verapaz",6979,"Particular no registrada",13,0.19
1603,"San Cristóbal Verapaz",13378,"Total de viviendas colectivas",2,0.01
1603,"San Cristóbal Verapaz",13378,"Casa Formal",13016,97.29
1603,"San Cristóbal Verapaz",13378,"Apartamento",7,0.05
1603,"San Cristóbal Verapaz",13378,"Cuarto de casa de vecindad",14,0.1
1603,"San Cristóbal Verapaz",13378,"Rancho",238,1.78
1603,"San Cristóbal Verapaz",13378,"Improvisada",73,0.55
1603,"San Cristóbal Verapaz",13378,"Otro",6,0.04
1603,"San Cristóbal Verapaz",13378,"Particular no registrada",22,0.16
1604,"Tactic",8973,"Total de viviendas colectivas",4,0.04
1604,"Tactic",8973,"Casa Formal",8874,98.9
1604,"Tactic",8973,"Apartamento",5,0.06
1604,"Tactic",8973,"Cuarto de casa de vecindad",28,0.31
1604,"Tactic",8973,"Rancho",21,0.23
1604,"Tactic",8973,"Improvisada",15,0.17
1604,"Tactic",8973,"Otro",4,0.04
1604,"Tactic",8973,"Particular no registrada",22,0.25
1605,"Tamahú",3769,"Total de viviendas colectivas",0,0
1605,"Tamahú",3769,"Casa Formal",3740,99.23
1605,"Tamahú",3769,"Apartamento",0,0
1605,"Tamahú",3769,"Cuarto de casa de vecindad",0,0
1605,"Tamahú",3769,"Rancho",9,0.24
1605,"Tamahú",3769,"Improvisada",9,0.24
1605,"Tamahú",3769,"Otro",0,0
1605,"Tamahú",3769,"Particular no registrada",11,0.29
1606,"San Miguel Tucurú",8844,"Total de viviendas colectivas",0,0
1606,"San Miguel Tucurú",8844,"Casa Formal",8574,96.95
1606,"San Miguel Tucurú",8844,"Apartamento",1,0.01
1606,"San Miguel Tucurú",8844,"Cuarto de casa de vecindad",17,0.19
1606,"San Miguel Tucurú",8844,"Rancho",202,2.28
1606,"San Miguel Tucurú",8844,"Improvisada",27,0.31
1606,"San Miguel Tucurú",8844,"Otro",11,0.12
1606,"San Miguel Tucurú",8844,"Particular no registrada",12,0.14
1607,"Panzós",14441,"Total de viviendas colectivas",0,0
1607,"Panzós",14441,"Casa Formal",12587,87.16
1607,"Panzós",14441,"Apartamento",3,0.02
1607,"Panzós",14441,"Cuarto de casa de vecindad",10,0.07
1607,"Panzós",14441,"Rancho",1674,11.59
1607,"Panzós",14441,"Improvisada",149,1.03
1607,"Panzós",14441,"Otro",4,0.03
1607,"Panzós",14441,"Particular no registrada",14,0.1
1608,"Senahú",18045,"Total de viviendas colectivas",0,0
1608,"Senahú",18045,"Casa Formal",17489,96.92
1608,"Senahú",18045,"Apartamento",6,0.03
1608,"Senahú",18045,"Cuarto de casa de vecindad",5,0.03
1608,"Senahú",18045,"Rancho",445,2.47
1608,"Senahú",18045,"Improvisada",90,0.5
1608,"Senahú",18045,"Otro",5,0.03
1608,"Senahú",18045,"Particular no registrada",5,0.03
1609,"San Pedro Carchá",48650,"Total de viviendas colectivas",13,0.03
1609,"San Pedro Carchá",48650,"Casa Formal",47479,97.59
1609,"San Pedro Carchá",48650,"Apartamento",37,0.08
1609,"San Pedro Carchá",48650,"Cuarto de casa de vecindad",85,0.17
1609,"San Pedro Carchá",48650,"Rancho",322,0.66
1609,"San Pedro Carchá",48650,"Improvisada",642,1.32
1609,"San Pedro Carchá",48650,"Otro",54,0.11
1609,"San Pedro Carchá",48650,"Particular no registrada",18,0.04
1610,"San Juan Chamelco",12547,"Total de viviendas colectivas",1,0.01
1610,"San Juan Chamelco",12547,"Casa Formal",12318,98.17
1610,"San Juan Chamelco",12547,"Apartamento",2,0.02
1610,"San Juan Chamelco",12547,"Cuarto de casa de vecindad",2,0.02
1610,"San Juan Chamelco",12547,"Rancho",127,1.01
1610,"San Juan Chamelco",12547,"Improvisada",56,0.45
1610,"San Juan Chamelco",12547,"Otro",2,0.02
1610,"San Juan Chamelco",12547,"Particular no registrada",39,0.31
1611,"San Agustín Lanquín",4709,"Total de viviendas colectivas",0,0
1611,"San Agustín Lanquín",4709,"Casa Formal",4657,98.9
1611,"San Agustín Lanquín",4709,"Apartamento",0,0
1611,"San Agustín Lanquín",4709,"Cuarto de casa de vecindad",4,0.08
1611,"San Agustín Lanquín",4709,"Rancho",40,0.85
1611,"San Agustín Lanquín",4709,"Improvisada",6,0.13
1611,"San Agustín Lanquín",4709,"Otro",2,0.04
1611,"San Agustín Lanquín",4709,"Particular no registrada",0,0
1612,"Santa María Cahabón",12446,"Total de viviendas colectivas",2,0.02
1612,"Santa María Cahabón",12446,"Casa Formal",9509,76.4
1612,"Santa María Cahabón",12446,"Apartamento",1,0.01
1612,"Santa María Cahabón",12446,"Cuarto de casa de vecindad",3,0.02
1612,"Santa María Cahabón",12446,"Rancho",765,6.15
1612,"Santa María Cahabón",12446,"Improvisada",2106,16.92
1612,"Santa María Cahabón",12446,"Otro",14,0.11
1612,"Santa María Cahabón",12446,"Particular no registrada",46,0.37
1613,"Chisec",16897,"Total de viviendas colectivas",0,0
1613,"Chisec",16897,"Casa Formal",15478,91.6
1613,"Chisec",16897,"Apartamento",1,0.01
1613,"Chisec",16897,"Cuarto de casa de vecindad",119,0.7
1613,"Chisec",16897,"Rancho",1131,6.69
1613,"Chisec",16897,"Improvisada",127,0.75
1613,"Chisec",16897,"Otro",24,0.14
1613,"Chisec",16897,"Particular no registrada",17,0.1
1614,"Chahal",5679,"Total de viviendas colectivas",4,0.07
1614,"Chahal",5679,"Casa Formal",3922,69.06
1614,"Chahal",5679,"Apartamento",1,0.02
1614,"Chahal",5679,"Cuarto de casa de vecindad",1,0.02
1614,"Chahal",5679,"Rancho",1704,30.01
1614,"Chahal",5679,"Improvisada",43,0.76
1614,"Chahal",5679,"Otro",3,0.05
1614,"Chahal",5679,"Particular no registrada",1,0.02
1615,"Fray Bartolomé de las Casas",14445,"Total de viviendas colectivas",1,0.01
1615,"Fray Bartolomé de las Casas",14445,"Casa Formal",11054,76.52
1615,"Fray Bartolomé de las Casas",14445,"Apartamento",2,0.01
1615,"Fray Bartolomé de las Casas",14445,"Cuarto de casa de vecindad",58,0.4
1615,"Fray Bartolomé de las Casas",14445,"Rancho",3202,22.17
1615,"Fray Bartolomé de las Casas",14445,"Improvisada",97,0.67
1615,"Fray Bartolomé de las Casas",14445,"Otro",3,0.02
1615,"Fray Bartolomé de las Casas",14445,"Particular no registrada",28,0.19
1616,"Santa Catalina La Tinta",8178,"Total de viviendas colectivas",0,0
1616,"Santa Catalina La Tinta",8178,"Casa Formal",8063,98.59
1616,"Santa Catalina La Tinta",8178,"Apartamento",2,0.02
1616,"Santa Catalina La Tinta",8178,"Cuarto de casa de vecindad",8,0.1
1616,"Santa Catalina La Tinta",8178,"Rancho",79,0.97
1616,"Santa Catalina La Tinta",8178,"Improvisada",24,0.29
1616,"Santa Catalina La Tinta",8178,"Otro",0,0
1616,"Santa Catalina La Tinta",8178,"Particular no registrada",2,0.02
1617,"Raxruhá",7630,"Total de viviendas colectivas",1,0.01
1617,"Raxruhá",7630,"Casa Formal",6084,79.74
1617,"Raxruhá",7630,"Apartamento",0,0
1617,"Raxruhá",7630,"Cuarto de casa de vecindad",11,0.14
1617,"Raxruhá",7630,"Rancho",1457,19.1
1617,"Raxruhá",7630,"Improvisada",58,0.76
1617,"Raxruhá",7630,"Otro",3,0.04
1617,"Raxruhá",7630,"Particular no registrada",16,0.21
1701,"Flores",11988,"Total de viviendas colectivas",4,0.03
1701,"Flores",11988,"Casa Formal",10769,89.83
1701,"Flores",11988,"Apartamento",31,0.26
1701,"Flores",11988,"Cuarto de casa de vecindad",944,7.87
1701,"Flores",11988,"Rancho",194,1.62
1701,"Flores",11988,"Improvisada",37,0.31
1701,"Flores",11988,"Otro",3,0.03
1701,"Flores",11988,"Particular no registrada",6,0.05
1702,"San José",1902,"Total de viviendas colectivas",1,0.05
1702,"San José",1902,"Casa Formal",1803,94.79
1702,"San José",1902,"Apartamento",0,0
1702,"San José",1902,"Cuarto de casa de vecindad",2,0.11
1702,"San José",1902,"Rancho",92,4.84
1702,"San José",1902,"Improvisada",3,0.16
1702,"San José",1902,"Otro",0,0
1702,"San José",1902,"Particular no registrada",1,0.05
1703,"San Benito",12666,"Total de viviendas colectivas",4,0.03
1703,"San Benito",12666,"Casa Formal",11936,94.24
1703,"San Benito",12666,"Apartamento",83,0.66
1703,"San Benito",12666,"Cuarto de casa de vecindad",441,3.48
1703,"San Benito",12666,"Rancho",110,0.87
1703,"San Benito",12666,"Improvisada",75,0.59
1703,"San Benito",12666,"Otro",13,0.1
1703,"San Benito",12666,"Particular no registrada",4,0.03
1704,"San Andrés",9455,"Total de viviendas colectivas",1,0.01
1704,"San Andrés",9455,"Casa Formal",7994,84.55
1704,"San Andrés",9455,"Apartamento",3,0.03
1704,"San Andrés",9455,"Cuarto de casa de vecindad",64,0.68
1704,"San Andrés",9455,"Rancho",1184,12.52
1704,"San Andrés",9455,"Improvisada",140,1.48
1704,"San Andrés",9455,"Otro",7,0.07
1704,"San Andrés",9455,"Particular no registrada",62,0.66
1705,"La Libertad",19110,"Total de viviendas colectivas",1,0.01
1705,"La Libertad",19110,"Casa Formal",17647,92.34
1705,"La Libertad",19110,"Apartamento",7,0.04
1705,"La Libertad",19110,"Cuarto de casa de vecindad",100,0.52
1705,"La Libertad",19110,"Rancho",1251,6.55
1705,"La Libertad",19110,"Improvisada",39,0.2
1705,"La Libertad",19110,"Otro",1,0.01
1705,"La Libertad",19110,"Particular no registrada",64,0.33
1706,"San Francisco",4037,"Total de viviendas colectivas",1,0.02
1706,"San Francisco",4037,"Casa Formal",3723,92.22
1706,"San Francisco",4037,"Apartamento",0,0
1706,"San Francisco",4037,"Cuarto de casa de vecindad",84,2.08
1706,"San Francisco",4037,"Rancho",218,5.4
1706,"San Francisco",4037,"Improvisada",8,0.2
1706,"San Francisco",4037,"Otro",0,0
1706,"San Francisco",4037,"Particular no registrada",3,0.07
1707,"Santa Ana",6339,"Total de viviendas colectivas",2,0.03
1707,"Santa Ana",6339,"Casa Formal",5906,93.17
1707,"Santa Ana",6339,"Apartamento",2,0.03
1707,"Santa Ana",6339,"Cuarto de casa de vecindad",119,1.88
1707,"Santa Ana",6339,"Rancho",263,4.15
1707,"Santa Ana",6339,"Improvisada",9,0.14
1707,"Santa Ana",6339,"Otro",2,0.03
1707,"Santa Ana",6339,"Particular no registrada",36,0.57
1708,"Dolores",7268,"Total de viviendas colectivas",3,0.04
1708,"Dolores",7268,"Casa Formal",6785,93.35
1708,"Dolores",7268,"Apartamento",1,0.01
1708,"Dolores",7268,"Cuarto de casa de vecindad",26,0.36
1708,"Dolores",7268,"Rancho",429,5.9
1708,"Dolores",7268,"Improvisada",13,0.18
1708,"Dolores",7268,"Otro",0,0
1708,"Dolores",7268,"Particular no registrada",11,0.15
1709,"San Luis",17262,"Total de viviendas colectivas",9,0.05
1709,"San Luis",17262,"Casa Formal",11780,68.24
1709,"San Luis",17262,"Apartamento",11,0.06
1709,"San Luis",17262,"Cuarto de casa de vecindad",35,0.2
1709,"San Luis",17262,"Rancho",5348,30.98
1709,"San Luis",17262,"Improvisada",74,0.43
1709,"San Luis",17262,"Otro",3,0.02
1709,"San Luis",17262,"Particular no registrada",2,0.01
1710,"Sayaxché",21738,"Total de viviendas colectivas",5,0.02
1710,"Sayaxché",21738,"Casa Formal",16067,73.91
1710,"Sayaxché",21738,"Apartamento",5,0.02
1710,"Sayaxché",21738,"Cuarto de casa de vecindad",132,0.61
1710,"Sayaxché",21738,"Rancho",5239,24.1
1710,"Sayaxché",21738,"Improvisada",269,1.24
1710,"Sayaxché",21738,"Otro",14,0.06
1710,"Sayaxché",21738,"Particular no registrada",7,0.03
1711,"Melchor de Mencos",8082,"Total de viviendas colectivas",2,0.02
1711,"Melchor de Mencos",8082,"Casa Formal",7598,94.01
1711,"Melchor de Mencos",8082,"Apartamento",5,0.06
1711,"Melchor de Mencos",8082,"Cuarto de casa de vecindad",114,1.41
1711,"Melchor de Mencos",8082,"Rancho",336,4.16
1711,"Melchor de Mencos",8082,"Improvisada",22,0.27
1711,"Melchor de Mencos",8082,"Otro",2,0.02
1711,"Melchor de Mencos",8082,"Particular no registrada",3,0.04
1712,"Poptún",14395,"Total de viviendas colectivas",13,0.09
1712,"Poptún",14395,"Casa Formal",12436,86.39
1712,"Poptún",14395,"Apartamento",2,0.01
1712,"Poptún",14395,"Cuarto de casa de vecindad",292,2.03
1712,"Poptún",14395,"Rancho",1553,10.79
1712,"Poptún",14395,"Improvisada",87,0.6
1712,"Poptún",14395,"Otro",7,0.05
1712,"Poptún",14395,"Particular no registrada",5,0.03
1713,"Las Cruces",8602,"Total de viviendas colectivas",0,0
1713,"Las Cruces",8602,"Casa Formal",7731,89.87
1713,"Las Cruces",8602,"Apartamento",1,0.01
1713,"Las Cruces",8602,"Cuarto de casa de vecindad",12,0.14
1713,"Las Cruces",8602,"Rancho",782,9.09
1713,"Las Cruces",8602,"Improvisada",62,0.72
1713,"Las Cruces",8602,"Otro",6,0.07
1713,"Las Cruces",8602,"Particular no registrada",8,0.09
1714,"El Chal",3826,"Total de viviendas colectivas",0,0
1714,"El Chal",3826,"Casa Formal",3372,88.13
1714,"El Chal",3826,"Apartamento",8,0.21
1714,"El Chal",3826,"Cuarto de casa de vecindad",5,0.13
1714,"El Chal",3826,"Rancho",435,11.37
1714,"El Chal",3826,"Improvisada",6,0.16
1714,"El Chal",3826,"Otro",0,0
1714,"El Chal",3826,"Particular no registrada",0,0
1801,"Puerto Barrios",31451,"Total de viviendas colectivas",4,0.01
1801,"Puerto Barrios",31451,"Casa Formal",28081,89.28
1801,"Puerto Barrios",31451,"Apartamento",257,0.82
1801,"Puerto Barrios",31451,"Cuarto de casa de vecindad",2104,6.69
1801,"Puerto Barrios",31451,"Rancho",551,1.75
1801,"Puerto Barrios",31451,"Improvisada",159,0.51
1801,"Puerto Barrios",31451,"Otro",17,0.05
1801,"Puerto Barrios",31451,"Particular no registrada",278,0.88
1802,"Livingston",19606,"Total de viviendas colectivas",1,0.01
1802,"Livingston",19606,"Casa Formal",14393,73.41
1802,"Livingston",19606,"Apartamento",47,0.24
1802,"Livingston",19606,"Cuarto de casa de vecindad",385,1.96
1802,"Livingston",19606,"Rancho",4615,23.54
1802,"Livingston",19606,"Improvisada",72,0.37
1802,"Livingston",19606,"Otro",33,0.17
1802,"Livingston",19606,"Particular no registrada",60,0.31
1803,"El Estor",15709,"Total de viviendas colectivas",1,0.01
1803,"El Estor",15709,"Casa Formal",13220,84.16
1803,"El Estor",15709,"Apartamento",25,0.16
1803,"El Estor",15709,"Cuarto de casa de vecindad",34,0.22
