"Código","Municipio","Total de personas","Relacion con el Jefe","Cantidad de Personas","Porcentaje de Poblacion"
314,"San Juan Alotenango",23986,"Cuñada o cuñado",54,0.23
314,"San Juan Alotenango",23986,"Otra(o) pariente",320,1.33
314,"San Juan Alotenango",23986,"No parientes",99,0.41
315,"San Antonio Aguas Calientes",11347,"Jefe(a) de hogar",2674,23.57
315,"San Antonio Aguas Calientes",11347,"Esposa(o) o pareja",1984,17.48
315,"San Antonio Aguas Calientes",11347,"Hija(o) o hijastra(o)",5207,45.89
315,"San Antonio Aguas Calientes",11347,"Nuera o yerno",256,2.26
315,"San Antonio Aguas Calientes",11347,"Nieta o nieto",644,5.68
315,"San Antonio Aguas Calientes",11347,"Hermana o hermano",99,0.87
315,"San Antonio Aguas Calientes",11347,"Madre o padre",129,1.14
315,"San Antonio Aguas Calientes",11347,"Suegra o suegro",59,0.52
315,"San Antonio Aguas Calientes",11347,"Cuñada o cuñado",30,0.26
315,"San Antonio Aguas Calientes",11347,"Otra(o) pariente",166,1.46
315,"San Antonio Aguas Calientes",11347,"No parientes",63,0.56
316,"Santa Catarina Barahona",4061,"Jefe(a) de hogar",987,24.3
316,"Santa Catarina Barahona",4061,"Esposa(o) o pareja",738,18.17
316,"Santa Catarina Barahona",4061,"Hija(o) o hijastra(o)",1878,46.24
316,"Santa Catarina Barahona",4061,"Nuera o yerno",68,1.67
316,"Santa Catarina Barahona",4061,"Nieta o nieto",199,4.9
316,"Santa Catarina Barahona",4061,"Hermana o hermano",28,0.69
316,"Santa Catarina Barahona",4061,"Madre o padre",40,0.98
316,"Santa Catarina Barahona",4061,"Suegra o suegro",16,0.39
316,"Santa Catarina Barahona",4061,"Cuñada o cuñado",10,0.25
316,"Santa Catarina Barahona",4061,"Otra(o) pariente",80,1.97
316,"Santa Catarina Barahona",4061,"No parientes",17,0.42
401,"Chimaltenango",96985,"Jefe(a) de hogar",20939,21.59
401,"Chimaltenango",96985,"Esposa(o) o pareja",15247,15.72
401,"Chimaltenango",96985,"Hija(o) o hijastra(o)",47887,49.38
401,"Chimaltenango",96985,"Nuera o yerno",1662,1.71
401,"Chimaltenango",96985,"Nieta o nieto",5187,5.35
401,"Chimaltenango",96985,"Hermana o hermano",1009,1.04
401,"Chimaltenango",96985,"Madre o padre",799,0.82
401,"Chimaltenango",96985,"Suegra o suegro",342,0.35
401,"Chimaltenango",96985,"Cuñada o cuñado",325,0.34
401,"Chimaltenango",96985,"Otra(o) pariente",1900,1.96
401,"Chimaltenango",96985,"No parientes",683,0.7
402,"San José Poaquil",26845,"Jefe(a) de hogar",5230,19.48
402,"San José Poaquil",26845,"Esposa(o) o pareja",3861,14.38
402,"San José Poaquil",26845,"Hija(o) o hijastra(o)",14005,52.17
402,"San José Poaquil",26845,"Nuera o yerno",794,2.96
402,"San José Poaquil",26845,"Nieta o nieto",1724,6.42
402,"San José Poaquil",26845,"Hermana o hermano",317,1.18
402,"San José Poaquil",26845,"Madre o padre",360,1.34
402,"San José Poaquil",26845,"Suegra o suegro",81,0.3
402,"San José Poaquil",26845,"Cuñada o cuñado",50,0.19
402,"San José Poaquil",26845,"Otra(o) pariente",335,1.25
402,"San José Poaquil",26845,"No parientes",85,0.32
403,"San Martín Jilotepeque",73469,"Jefe(a) de hogar",14764,20.1
403,"San Martín Jilotepeque",73469,"Esposa(o) o pareja",10344,14.08
403,"San Martín Jilotepeque",73469,"Hija(o) o hijastra(o)",39042,53.14
403,"San Martín Jilotepeque",73469,"Nuera o yerno",1517,2.06
403,"San Martín Jilotepeque",73469,"Nieta o nieto",4765,6.49
403,"San Martín Jilotepeque",73469,"Hermana o hermano",595,0.81
403,"San Martín Jilotepeque",73469,"Madre o padre",635,0.86
403,"San Martín Jilotepeque",73469,"Suegra o suegro",249,0.34
403,"San Martín Jilotepeque",73469,"Cuñada o cuñado",178,0.24
403,"San Martín Jilotepeque",73469,"Otra(o) pariente",987,1.34
403,"San Martín Jilotepeque",73469,"No parientes",365,0.5
404,"San Juan Comalapa",48597,"Jefe(a) de hogar",9983,20.54
404,"San Juan Comalapa",48597,"Esposa(o) o pareja",7682,15.81
404,"San Juan Comalapa",48597,"Hija(o) o hijastra(o)",26716,54.97
404,"San Juan Comalapa",48597,"Nuera o yerno",854,1.76
404,"San Juan Comalapa",48597,"Nieta o nieto",1678,3.45
404,"San Juan Comalapa",48597,"Hermana o hermano",349,0.72
404,"San Juan Comalapa",48597,"Madre o padre",388,0.8
404,"San Juan Comalapa",48597,"Suegra o suegro",137,0.28
404,"San Juan Comalapa",48597,"Cuñada o cuñado",80,0.16
404,"San Juan Comalapa",48597,"Otra(o) pariente",512,1.05
404,"San Juan Comalapa",48597,"No parientes",179,0.37
405,"Santa Apolonia",18540,"Jefe(a) de hogar",3339,18.01
405,"Santa Apolonia",18540,"Esposa(o) o pareja",2732,14.74
405,"Santa Apolonia",18540,"Hija(o) o hijastra(o)",10172,54.87
405,"Santa Apolonia",18540,"Nuera o yerno",492,2.65
405,"Santa Apolonia",18540,"Nieta o nieto",1075,5.8
405,"Santa Apolonia",18540,"Hermana o hermano",136,0.73
405,"Santa Apolonia",18540,"Madre o padre",181,0.98
405,"Santa Apolonia",18540,"Suegra o suegro",29,0.16
405,"Santa Apolonia",18540,"Cuñada o cuñado",28,0.15
405,"Santa Apolonia",18540,"Otra(o) pariente",260,1.4
405,"Santa Apolonia",18540,"No parientes",54,0.29
406,"Tecpán Guatemala",91927,"Jefe(a) de hogar",16625,18.09
406,"Tecpán Guatemala",91927,"Esposa(o) o pareja",13376,14.55
406,"Tecpán Guatemala",91927,"Hija(o) o hijastra(o)",50540,54.98
406,"Tecpán Guatemala",91927,"Nuera o yerno",2504,2.72
406,"Tecpán Guatemala",91927,"Nieta o nieto",5409,5.88
406,"Tecpán Guatemala",91927,"Hermana o hermano",697,0.76
406,"Tecpán Guatemala",91927,"Madre o padre",967,1.05
406,"Tecpán Guatemala",91927,"Suegra o suegro",278,0.3
406,"Tecpán Guatemala",91927,"Cuñada o cuñado",171,0.19
406,"Tecpán Guatemala",91927,"Otra(o) pariente",1017,1.11
406,"Tecpán Guatemala",91927,"No parientes",296,0.32
407,"Patzún",58240,"Jefe(a) de hogar",12245,21.03
407,"Patzún",58240,"Esposa(o) o pareja",9721,16.69
407,"Patzún",58240,"Hija(o) o hijastra(o)",30373,52.15
407,"Patzún",58240,"Nuera o yerno",1296,2.23
407,"Patzún",58240,"Nieta o nieto",2511,4.31
407,"Patzún",58240,"Hermana o hermano",428,0.73
407,"Patzún",58240,"Madre o padre",622,1.07
407,"Patzún",58240,"Suegra o suegro",147,0.25
407,"Patzún",58240,"Cuñada o cuñado",127,0.22
407,"Patzún",58240,"Otra(o) pariente",548,0.94
407,"Patzún",58240,"No parientes",128,0.22
408,"San Miguel Pochuta",8790,"Jefe(a) de hogar",1907,21.7
408,"San Miguel Pochuta",8790,"Esposa(o) o pareja",1431,16.28
408,"San Miguel Pochuta",8790,"Hija(o) o hijastra(o)",4334,49.31
408,"San Miguel Pochuta",8790,"Nuera o yerno",132,1.5
408,"San Miguel Pochuta",8790,"Nieta o nieto",615,7
408,"San Miguel Pochuta",8790,"Hermana o hermano",64,0.73
408,"San Miguel Pochuta",8790,"Madre o padre",59,0.67
408,"San Miguel Pochuta",8790,"Suegra o suegro",36,0.41
408,"San Miguel Pochuta",8790,"Cuñada o cuñado",41,0.47
408,"San Miguel Pochuta",8790,"Otra(o) pariente",131,1.49
408,"San Miguel Pochuta",8790,"No parientes",39,0.44
409,"Patzicía",33207,"Jefe(a) de hogar",7337,22.09
409,"Patzicía",33207,"Esposa(o) o pareja",5942,17.89
409,"Patzicía",33207,"Hija(o) o hijastra(o)",17403,52.41
409,"Patzicía",33207,"Nuera o yerno",525,1.58
409,"Patzicía",33207,"Nieta o nieto",1065,3.21
409,"Patzicía",33207,"Hermana o hermano",190,0.57
409,"Patzicía",33207,"Madre o padre",198,0.6
409,"Patzicía",33207,"Suegra o suegro",59,0.18
409,"Patzicía",33207,"Cuñada o cuñado",45,0.14
409,"Patzicía",33207,"Otra(o) pariente",343,1.03
409,"Patzicía",33207,"No parientes",98,0.3
410,"Santa Cruz Balanyá",9479,"Jefe(a) de hogar",2019,21.3
410,"Santa Cruz Balanyá",9479,"Esposa(o) o pareja",1467,15.48
410,"Santa Cruz Balanyá",9479,"Hija(o) o hijastra(o)",4969,52.42
410,"Santa Cruz Balanyá",9479,"Nuera o yerno",193,2.04
410,"Santa Cruz Balanyá",9479,"Nieta o nieto",485,5.12
410,"Santa Cruz Balanyá",9479,"Hermana o hermano",70,0.74
410,"Santa Cruz Balanyá",9479,"Madre o padre",68,0.72
410,"Santa Cruz Balanyá",9479,"Suegra o suegro",28,0.3
410,"Santa Cruz Balanyá",9479,"Cuñada o cuñado",24,0.25
410,"Santa Cruz Balanyá",9479,"Otra(o) pariente",108,1.14
410,"Santa Cruz Balanyá",9479,"No parientes",47,0.5
411,"Acatenango",23228,"Jefe(a) de hogar",4987,21.47
411,"Acatenango",23228,"Esposa(o) o pareja",3671,15.8
411,"Acatenango",23228,"Hija(o) o hijastra(o)",11764,50.65
411,"Acatenango",23228,"Nuera o yerno",469,2.02
411,"Acatenango",23228,"Nieta o nieto",1343,5.78
411,"Acatenango",23228,"Hermana o hermano",169,0.73
411,"Acatenango",23228,"Madre o padre",196,0.84
411,"Acatenango",23228,"Suegra o suegro",79,0.34
411,"Acatenango",23228,"Cuñada o cuñado",54,0.23
411,"Acatenango",23228,"Otra(o) pariente",347,1.49
411,"Acatenango",23228,"No parientes",142,0.61
412,"San Pedro Yepocapa",34948,"Jefe(a) de hogar",7219,20.66
412,"San Pedro Yepocapa",34948,"Esposa(o) o pareja",5795,16.58
412,"San Pedro Yepocapa",34948,"Hija(o) o hijastra(o)",18800,53.79
412,"San Pedro Yepocapa",34948,"Nuera o yerno",453,1.3
412,"San Pedro Yepocapa",34948,"Nieta o nieto",1640,4.69
412,"San Pedro Yepocapa",34948,"Hermana o hermano",147,0.42
412,"San Pedro Yepocapa",34948,"Madre o padre",239,0.68
412,"San Pedro Yepocapa",34948,"Suegra o suegro",81,0.23
412,"San Pedro Yepocapa",34948,"Cuñada o cuñado",75,0.21
412,"San Pedro Yepocapa",34948,"Otra(o) pariente",387,1.11
412,"San Pedro Yepocapa",34948,"No parientes",101,0.29
413,"San Andrés Itzapa",32083,"Jefe(a) de hogar",6652,20.73
413,"San Andrés Itzapa",32083,"Esposa(o) o pareja",5153,16.06
413,"San Andrés Itzapa",32083,"Hija(o) o hijastra(o)",16158,50.36
413,"San Andrés Itzapa",32083,"Nuera o yerno",755,2.35
413,"San Andrés Itzapa",32083,"Nieta o nieto",1881,5.86
413,"San Andrés Itzapa",32083,"Hermana o hermano",228,0.71
413,"San Andrés Itzapa",32083,"Madre o padre",281,0.88
413,"San Andrés Itzapa",32083,"Suegra o suegro",120,0.37
413,"San Andrés Itzapa",32083,"Cuñada o cuñado",79,0.25
413,"San Andrés Itzapa",32083,"Otra(o) pariente",443,1.38
413,"San Andrés Itzapa",32083,"No parientes",117,0.36
414,"Parramos",15924,"Jefe(a) de hogar",3541,22.24
414,"Parramos",15924,"Esposa(o) o pareja",2489,15.63
414,"Parramos",15924,"Hija(o) o hijastra(o)",8065,50.65
414,"Parramos",15924,"Nuera o yerno",148,0.93
414,"Parramos",15924,"Nieta o nieto",602,3.78
414,"Parramos",15924,"Hermana o hermano",236,1.48
414,"Parramos",15924,"Madre o padre",175,1.1
414,"Parramos",15924,"Suegra o suegro",82,0.51
414,"Parramos",15924,"Cuñada o cuñado",39,0.24
414,"Parramos",15924,"Otra(o) pariente",373,2.34
414,"Parramos",15924,"No parientes",125,0.78
415,"Zaragoza",24022,"Jefe(a) de hogar",5578,23.22
415,"Zaragoza",24022,"Esposa(o) o pareja",4024,16.75
415,"Zaragoza",24022,"Hija(o) o hijastra(o)",11741,48.88
415,"Zaragoza",24022,"Nuera o yerno",371,1.54
415,"Zaragoza",24022,"Nieta o nieto",1152,4.8
415,"Zaragoza",24022,"Hermana o hermano",217,0.9
415,"Zaragoza",24022,"Madre o padre",185,0.77
415,"Zaragoza",24022,"Suegra o suegro",76,0.32
415,"Zaragoza",24022,"Cuñada o cuñado",60,0.25
415,"Zaragoza",24022,"Otra(o) pariente",373,1.55
415,"Zaragoza",24022,"No parientes",97,0.4
416,"El Tejar",19492,"Jefe(a) de hogar",4438,22.77
416,"El Tejar",19492,"Esposa(o) o pareja",3213,16.48
416,"El Tejar",19492,"Hija(o) o hijastra(o)",9424,48.35
416,"El Tejar",19492,"Nuera o yerno",283,1.45
416,"El Tejar",19492,"Nieta o nieto",1071,5.49
416,"El Tejar",19492,"Hermana o hermano",270,1.39
416,"El Tejar",19492,"Madre o padre",165,0.85
416,"El Tejar",19492,"Suegra o suegro",75,0.38
416,"El Tejar",19492,"Cuñada o cuñado",69,0.35
416,"El Tejar",19492,"Otra(o) pariente",347,1.78
416,"El Tejar",19492,"No parientes",125,0.64
501,"Escuintla",156313,"Jefe(a) de hogar",39403,25.21
501,"Escuintla",156313,"Esposa(o) o pareja",26256,16.8
501,"Escuintla",156313,"Hija(o) o hijastra(o)",64754,41.43
501,"Escuintla",156313,"Nuera o yerno",1839,1.18
501,"Escuintla",156313,"Nieta o nieto",8772,5.61
501,"Escuintla",156313,"Hermana o hermano",1803,1.15
501,"Escuintla",156313,"Madre o padre",1487,0.95
501,"Escuintla",156313,"Suegra o suegro",662,0.42
501,"Escuintla",156313,"Cuñada o cuñado",499,0.32
501,"Escuintla",156313,"Otra(o) pariente",3938,2.52
501,"Escuintla",156313,"No parientes",1332,0.85
502,"Santa Lucía Cotzumalguapa",112780,"Jefe(a) de hogar",26815,23.78
502,"Santa Lucía Cotzumalguapa",112780,"Esposa(o) o pareja",19093,16.93
502,"Santa Lucía Cotzumalguapa",112780,"Hija(o) o hijastra(o)",51542,45.7
502,"Santa Lucía Cotzumalguapa",112780,"Nuera o yerno",1757,1.56
502,"Santa Lucía Cotzumalguapa",112780,"Nieta o nieto",6581,5.84
502,"Santa Lucía Cotzumalguapa",112780,"Hermana o hermano",1232,1.09
502,"Santa Lucía Cotzumalguapa",112780,"Madre o padre",1039,0.92
502,"Santa Lucía Cotzumalguapa",112780,"Suegra o suegro",485,0.43
502,"Santa Lucía Cotzumalguapa",112780,"Cuñada o cuñado",344,0.31
502,"Santa Lucía Cotzumalguapa",112780,"Otra(o) pariente",2905,2.58
502,"Santa Lucía Cotzumalguapa",112780,"No parientes",905,0.8
503,"La Democracia",23017,"Jefe(a) de hogar",5949,25.85
503,"La Democracia",23017,"Esposa(o) o pareja",4245,18.44
503,"La Democracia",23017,"Hija(o) o hijastra(o)",10011,43.49
503,"La Democracia",23017,"Nuera o yerno",266,1.16
503,"La Democracia",23017,"Nieta o nieto",1340,5.82
503,"La Democracia",23017,"Hermana o hermano",214,0.93
503,"La Democracia",23017,"Madre o padre",188,0.82
503,"La Democracia",23017,"Suegra o suegro",83,0.36
503,"La Democracia",23017,"Cuñada o cuñado",101,0.44
503,"La Democracia",23017,"Otra(o) pariente",448,1.95
503,"La Democracia",23017,"No parientes",163,0.71
504,"Siquinalá",22968,"Jefe(a) de hogar",5507,23.98
504,"Siquinalá",22968,"Esposa(o) o pareja",4036,17.57
504,"Siquinalá",22968,"Hija(o) o hijastra(o)",10667,46.44
504,"Siquinalá",22968,"Nuera o yerno",277,1.21
504,"Siquinalá",22968,"Nieta o nieto",1129,4.92
504,"Siquinalá",22968,"Hermana o hermano",247,1.08
504,"Siquinalá",22968,"Madre o padre",228,0.99
504,"Siquinalá",22968,"Suegra o suegro",117,0.51
504,"Siquinalá",22968,"Cuñada o cuñado",91,0.4
504,"Siquinalá",22968,"Otra(o) pariente",521,2.27
504,"Siquinalá",22968,"No parientes",121,0.53
505,"Masagua",45323,"Jefe(a) de hogar",11692,25.8
505,"Masagua",45323,"Esposa(o) o pareja",8289,18.29
505,"Masagua",45323,"Hija(o) o hijastra(o)",20478,45.18
505,"Masagua",45323,"Nuera o yerno",415,0.92
505,"Masagua",45323,"Nieta o nieto",2345,5.17
505,"Masagua",45323,"Hermana o hermano",349,0.77
505,"Masagua",45323,"Madre o padre",276,0.61
505,"Masagua",45323,"Suegra o suegro",170,0.38
505,"Masagua",45323,"Cuñada o cuñado",120,0.26
505,"Masagua",45323,"Otra(o) pariente",843,1.86
505,"Masagua",45323,"No parientes",345,0.76
506,"Tiquisate",57292,"Jefe(a) de hogar",14640,25.55
506,"Tiquisate",57292,"Esposa(o) o pareja",9469,16.53
506,"Tiquisate",57292,"Hija(o) o hijastra(o)",24101,42.07
506,"Tiquisate",57292,"Nuera o yerno",883,1.54
506,"Tiquisate",57292,"Nieta o nieto",4286,7.48
506,"Tiquisate",57292,"Hermana o hermano",753,1.31
506,"Tiquisate",57292,"Madre o padre",428,0.75
506,"Tiquisate",57292,"Suegra o suegro",243,0.42
506,"Tiquisate",57292,"Cuñada o cuñado",239,0.42
506,"Tiquisate",57292,"Otra(o) pariente",1658,2.89
506,"Tiquisate",57292,"No parientes",550,0.96
507,"La Gomera",46666,"Jefe(a) de hogar",11790,25.26
507,"La Gomera",46666,"Esposa(o) o pareja",8156,17.48
507,"La Gomera",46666,"Hija(o) o hijastra(o)",20055,42.98
507,"La Gomera",46666,"Nuera o yerno",787,1.69
507,"La Gomera",46666,"Nieta o nieto",3043,6.52
507,"La Gomera",46666,"Hermana o hermano",477,1.02
507,"La Gomera",46666,"Madre o padre",311,0.67
507,"La Gomera",46666,"Suegra o suegro",127,0.27
507,"La Gomera",46666,"Cuñada o cuñado",187,0.4
507,"La Gomera",46666,"Otra(o) pariente",1219,2.61
507,"La Gomera",46666,"No parientes",477,1.02
508,"Guanagazapa",15958,"Jefe(a) de hogar",3574,22.4
508,"Guanagazapa",15958,"Esposa(o) o pareja",2668,16.72
508,"Guanagazapa",15958,"Hija(o) o hijastra(o)",7581,47.51
508,"Guanagazapa",15958,"Nuera o yerno",230,1.44
508,"Guanagazapa",15958,"Nieta o nieto",956,5.99
508,"Guanagazapa",15958,"Hermana o hermano",96,0.6
508,"Guanagazapa",15958,"Madre o padre",97,0.61
508,"Guanagazapa",15958,"Suegra o suegro",35,0.22
508,"Guanagazapa",15958,"Cuñada o cuñado",43,0.27
508,"Guanagazapa",15958,"Otra(o) pariente",257,1.61
508,"Guanagazapa",15958,"No parientes",333,2.09
509,"San José",62801,"Jefe(a) de hogar",17161,27.33
509,"San José",62801,"Esposa(o) o pareja",11510,18.33
509,"San José",62801,"Hija(o) o hijastra(o)",26667,42.46
509,"San José",62801,"Nuera o yerno",705,1.12
509,"San José",62801,"Nieta o nieto",3573,5.69
509,"San José",62801,"Hermana o hermano",585,0.93
509,"San José",62801,"Madre o padre",425,0.68
509,"San José",62801,"Suegra o suegro",212,0.34
509,"San José",62801,"Cuñada o cuñado",188,0.3
509,"San José",62801,"Otra(o) pariente",1273,2.03
509,"San José",62801,"No parientes",502,0.8
510,"Iztapa",18342,"Jefe(a) de hogar",4897,26.7
510,"Iztapa",18342,"Esposa(o) o pareja",3418,18.63
510,"Iztapa",18342,"Hija(o) o hijastra(o)",7727,42.13
510,"Iztapa",18342,"Nuera o yerno",259,1.41
510,"Iztapa",18342,"Nieta o nieto",1020,5.56
510,"Iztapa",18342,"Hermana o hermano",170,0.93
510,"Iztapa",18342,"Madre o padre",117,0.64
510,"Iztapa",18342,"Suegra o suegro",74,0.4
510,"Iztapa",18342,"Cuñada o cuñado",77,0.42
510,"Iztapa",18342,"Otra(o) pariente",396,2.16
510,"Iztapa",18342,"No parientes",187,1.02
511,"Palín",65873,"Jefe(a) de hogar",16023,24.32
511,"Palín",65873,"Esposa(o) o pareja",11704,17.77
511,"Palín",65873,"Hija(o) o hijastra(o)",29840,45.3
511,"Palín",65873,"Nuera o yerno",814,1.24
511,"Palín",65873,"Nieta o nieto",3003,4.56
511,"Palín",65873,"Hermana o hermano",818,1.24
511,"Palín",65873,"Madre o padre",715,1.09
511,"Palín",65873,"Suegra o suegro",293,0.44
511,"Palín",65873,"Cuñada o cuñado",362,0.55
511,"Palín",65873,"Otra(o) pariente",1585,2.41
511,"Palín",65873,"No parientes",546,0.83
512,"San Vicente Pacaya",16705,"Jefe(a) de hogar",4280,25.62
512,"San Vicente Pacaya",16705,"Esposa(o) o pareja",3149,18.85
512,"San Vicente Pacaya",16705,"Hija(o) o hijastra(o)",7636,45.71
512,"San Vicente Pacaya",16705,"Nuera o yerno",132,0.79
512,"San Vicente Pacaya",16705,"Nieta o nieto",754,4.51
512,"San Vicente Pacaya",16705,"Hermana o hermano",127,0.76
512,"San Vicente Pacaya",16705,"Madre o padre",128,0.77
512,"San Vicente Pacaya",16705,"Suegra o suegro",64,0.38
512,"San Vicente Pacaya",16705,"Cuñada o cuñado",43,0.26
512,"San Vicente Pacaya",16705,"Otra(o) pariente",290,1.74
512,"San Vicente Pacaya",16705,"No parientes",102,0.61
513,"Nueva Concepción",72909,"Jefe(a) de hogar",18358,25.18
513,"Nueva Concepción",72909,"Esposa(o) o pareja",12415,17.03
513,"Nueva Concepción",72909,"Hija(o) o hijastra(o)",32026,43.93
513,"Nueva Concepción",72909,"Nuera o yerno",1170,1.6
513,"Nueva Concepción",72909,"Nieta o nieto",5164,7.08
513,"Nueva Concepción",72909,"Hermana o hermano",657,0.9
513,"Nueva Concepción",72909,"Madre o padre",442,0.61
513,"Nueva Concepción",72909,"Suegra o suegro",179,0.25
513,"Nueva Concepción",72909,"Cuñada o cuñado",227,0.31
513,"Nueva Concepción",72909,"Otra(o) pariente",1637,2.25
513,"Nueva Concepción",72909,"No parientes",595,0.82
514,"Sipacate",16234,"Jefe(a) de hogar",4185,25.78
514,"Sipacate",16234,"Esposa(o) o pareja",2902,17.88
514,"Sipacate",16234,"Hija(o) o hijastra(o)",6813,41.97
514,"Sipacate",16234,"Nuera o yerno",214,1.32
514,"Sipacate",16234,"Nieta o nieto",1149,7.08
514,"Sipacate",16234,"Hermana o hermano",138,0.85
514,"Sipacate",16234,"Madre o padre",119,0.73
514,"Sipacate",16234,"Suegra o suegro",55,0.34
514,"Sipacate",16234,"Cuñada o cuñado",49,0.3
514,"Sipacate",16234,"Otra(o) pariente",395,2.43
514,"Sipacate",16234,"No parientes",192,1.18
601,"Cuilapa",41359,"Jefe(a) de hogar",10065,24.34
601,"Cuilapa",41359,"Esposa(o) o pareja",6760,16.34
601,"Cuilapa",41359,"Hija(o) o hijastra(o)",18583,44.93
601,"Cuilapa",41359,"Nuera o yerno",566,1.37
601,"Cuilapa",41359,"Nieta o nieto",2767,6.69
601,"Cuilapa",41359,"Hermana o hermano",345,0.83
601,"Cuilapa",41359,"Madre o padre",243,0.59
601,"Cuilapa",41359,"Suegra o suegro",109,0.26
601,"Cuilapa",41359,"Cuñada o cuñado",120,0.29
601,"Cuilapa",41359,"Otra(o) pariente",784,1.9
601,"Cuilapa",41359,"No parientes",300,0.73
602,"Barberena",58276,"Jefe(a) de hogar",14248,24.45
602,"Barberena",58276,"Esposa(o) o pareja",9857,16.91
602,"Barberena",58276,"Hija(o) o hijastra(o)",27077,46.46
602,"Barberena",58276,"Nuera o yerno",667,1.14
602,"Barberena",58276,"Nieta o nieto",3674,6.3
602,"Barberena",58276,"Hermana o hermano",482,0.83
602,"Barberena",58276,"Madre o padre",346,0.59
602,"Barberena",58276,"Suegra o suegro",158,0.27
602,"Barberena",58276,"Cuñada o cuñado",170,0.29
602,"Barberena",58276,"Otra(o) pariente",1172,2.01
602,"Barberena",58276,"No parientes",365,0.63
603,"Santa Rosa de Lima",19702,"Jefe(a) de hogar",4982,25.29
603,"Santa Rosa de Lima",19702,"Esposa(o) o pareja",3242,16.46
603,"Santa Rosa de Lima",19702,"Hija(o) o hijastra(o)",9163,46.51
603,"Santa Rosa de Lima",19702,"Nuera o yerno",235,1.19
