"Código","Municipio","Causa de Inasistencia 4-29 años","Cantidad de Personas"
1420,"Playa Grande Ixcán","Falta de dinero",10601
1420,"Playa Grande Ixcán","Tiene que trabajar",2570
1420,"Playa Grande Ixcán","No hay escuela, instituto o universidad",240
1420,"Playa Grande Ixcán","Los padres / pareja no quieren",530
1420,"Playa Grande Ixcán","Quehaceres del hogar",691
1420,"Playa Grande Ixcán","No le gusta / no quiere ir",5581
1420,"Playa Grande Ixcán","Ya termino sus estudios",309
1420,"Playa Grande Ixcán","Otra causa",9403
1420,"Playa Grande Ixcán","No especificado",3134
1421,"Pachalum","Falta de dinero",512
1421,"Pachalum","Tiene que trabajar",335
1421,"Pachalum","No hay escuela, instituto o universidad",17
1421,"Pachalum","Los padres / pareja no quieren",63
1421,"Pachalum","Quehaceres del hogar",41
1421,"Pachalum","No le gusta / no quiere ir",556
1421,"Pachalum","Ya termino sus estudios",31
1421,"Pachalum","Otra causa",512
1421,"Pachalum","No especificado",162
1501,"Salamá","Falta de dinero",3817
1501,"Salamá","Tiene que trabajar",3346
1501,"Salamá","No hay escuela, instituto o universidad",107
1501,"Salamá","Los padres / pareja no quieren",212
1501,"Salamá","Quehaceres del hogar",616
1501,"Salamá","No le gusta / no quiere ir",2752
1501,"Salamá","Ya termino sus estudios",372
1501,"Salamá","Otra causa",3730
1501,"Salamá","No especificado",2605
1502,"San Miguel Chicaj","Falta de dinero",2562
1502,"San Miguel Chicaj","Tiene que trabajar",1256
1502,"San Miguel Chicaj","No hay escuela, instituto o universidad",56
1502,"San Miguel Chicaj","Los padres / pareja no quieren",156
1502,"San Miguel Chicaj","Quehaceres del hogar",304
1502,"San Miguel Chicaj","No le gusta / no quiere ir",1096
1502,"San Miguel Chicaj","Ya termino sus estudios",326
1502,"San Miguel Chicaj","Otra causa",1684
1502,"San Miguel Chicaj","No especificado",995
1503,"Rabinal","Falta de dinero",2957
1503,"Rabinal","Tiene que trabajar",1747
1503,"Rabinal","No hay escuela, instituto o universidad",32
1503,"Rabinal","Los padres / pareja no quieren",97
1503,"Rabinal","Quehaceres del hogar",146
1503,"Rabinal","No le gusta / no quiere ir",1167
1503,"Rabinal","Ya termino sus estudios",304
1503,"Rabinal","Otra causa",1678
1503,"Rabinal","No especificado",808
1504,"Cubulco","Falta de dinero",4539
1504,"Cubulco","Tiene que trabajar",2115
1504,"Cubulco","No hay escuela, instituto o universidad",205
1504,"Cubulco","Los padres / pareja no quieren",530
1504,"Cubulco","Quehaceres del hogar",526
1504,"Cubulco","No le gusta / no quiere ir",3457
1504,"Cubulco","Ya termino sus estudios",332
1504,"Cubulco","Otra causa",4601
1504,"Cubulco","No especificado",1789
1505,"Granados","Falta de dinero",945
1505,"Granados","Tiene que trabajar",505
1505,"Granados","No hay escuela, instituto o universidad",44
1505,"Granados","Los padres / pareja no quieren",40
1505,"Granados","Quehaceres del hogar",65
1505,"Granados","No le gusta / no quiere ir",637
1505,"Granados","Ya termino sus estudios",143
1505,"Granados","Otra causa",872
1505,"Granados","No especificado",336
1506,"Santa Cruz El Chol","Falta de dinero",594
1506,"Santa Cruz El Chol","Tiene que trabajar",429
1506,"Santa Cruz El Chol","No hay escuela, instituto o universidad",7
1506,"Santa Cruz El Chol","Los padres / pareja no quieren",49
1506,"Santa Cruz El Chol","Quehaceres del hogar",45
1506,"Santa Cruz El Chol","No le gusta / no quiere ir",444
1506,"Santa Cruz El Chol","Ya termino sus estudios",68
1506,"Santa Cruz El Chol","Otra causa",686
1506,"Santa Cruz El Chol","No especificado",179
1507,"San Jerónimo","Falta de dinero",1747
1507,"San Jerónimo","Tiene que trabajar",1414
1507,"San Jerónimo","No hay escuela, instituto o universidad",48
1507,"San Jerónimo","Los padres / pareja no quieren",40
1507,"San Jerónimo","Quehaceres del hogar",399
1507,"San Jerónimo","No le gusta / no quiere ir",1077
1507,"San Jerónimo","Ya termino sus estudios",100
1507,"San Jerónimo","Otra causa",1317
1507,"San Jerónimo","No especificado",397
1508,"Purulhá","Falta de dinero",4901
1508,"Purulhá","Tiene que trabajar",1989
1508,"Purulhá","No hay escuela, instituto o universidad",320
1508,"Purulhá","Los padres / pareja no quieren",349
1508,"Purulhá","Quehaceres del hogar",678
1508,"Purulhá","No le gusta / no quiere ir",3627
1508,"Purulhá","Ya termino sus estudios",173
1508,"Purulhá","Otra causa",5183
1508,"Purulhá","No especificado",2157
1601,"Cobán","Falta de dinero",15134
1601,"Cobán","Tiene que trabajar",8462
1601,"Cobán","No hay escuela, instituto o universidad",979
1601,"Cobán","Los padres / pareja no quieren",1101
1601,"Cobán","Quehaceres del hogar",1619
1601,"Cobán","No le gusta / no quiere ir",9875
1601,"Cobán","Ya termino sus estudios",810
1601,"Cobán","Otra causa",14690
1601,"Cobán","No especificado",7865
1602,"Santa Cruz Verapaz","Falta de dinero",2517
1602,"Santa Cruz Verapaz","Tiene que trabajar",1509
1602,"Santa Cruz Verapaz","No hay escuela, instituto o universidad",11
1602,"Santa Cruz Verapaz","Los padres / pareja no quieren",88
1602,"Santa Cruz Verapaz","Quehaceres del hogar",166
1602,"Santa Cruz Verapaz","No le gusta / no quiere ir",1610
1602,"Santa Cruz Verapaz","Ya termino sus estudios",177
1602,"Santa Cruz Verapaz","Otra causa",2619
1602,"Santa Cruz Verapaz","No especificado",798
1603,"San Cristóbal Verapaz","Falta de dinero",4955
1603,"San Cristóbal Verapaz","Tiene que trabajar",3249
1603,"San Cristóbal Verapaz","No hay escuela, instituto o universidad",147
1603,"San Cristóbal Verapaz","Los padres / pareja no quieren",397
1603,"San Cristóbal Verapaz","Quehaceres del hogar",587
1603,"San Cristóbal Verapaz","No le gusta / no quiere ir",3180
1603,"San Cristóbal Verapaz","Ya termino sus estudios",295
1603,"San Cristóbal Verapaz","Otra causa",5184
1603,"San Cristóbal Verapaz","No especificado",1984
1604,"Tactic","Falta de dinero",2609
1604,"Tactic","Tiene que trabajar",1827
1604,"Tactic","No hay escuela, instituto o universidad",51
1604,"Tactic","Los padres / pareja no quieren",278
1604,"Tactic","Quehaceres del hogar",244
1604,"Tactic","No le gusta / no quiere ir",2114
1604,"Tactic","Ya termino sus estudios",208
1604,"Tactic","Otra causa",2787
1604,"Tactic","No especificado",1327
1605,"Tamahú","Falta de dinero",2021
1605,"Tamahú","Tiene que trabajar",686
1605,"Tamahú","No hay escuela, instituto o universidad",8
1605,"Tamahú","Los padres / pareja no quieren",197
1605,"Tamahú","Quehaceres del hogar",166
1605,"Tamahú","No le gusta / no quiere ir",967
1605,"Tamahú","Ya termino sus estudios",284
1605,"Tamahú","Otra causa",1453
1605,"Tamahú","No especificado",555
1606,"San Miguel Tucurú","Falta de dinero",4241
1606,"San Miguel Tucurú","Tiene que trabajar",1154
1606,"San Miguel Tucurú","No hay escuela, instituto o universidad",149
1606,"San Miguel Tucurú","Los padres / pareja no quieren",267
1606,"San Miguel Tucurú","Quehaceres del hogar",575
1606,"San Miguel Tucurú","No le gusta / no quiere ir",1456
1606,"San Miguel Tucurú","Ya termino sus estudios",307
1606,"San Miguel Tucurú","Otra causa",3494
1606,"San Miguel Tucurú","No especificado",2323
1607,"Panzós","Falta de dinero",5323
1607,"Panzós","Tiene que trabajar",2147
1607,"Panzós","No hay escuela, instituto o universidad",362
1607,"Panzós","Los padres / pareja no quieren",594
1607,"Panzós","Quehaceres del hogar",844
1607,"Panzós","No le gusta / no quiere ir",4112
1607,"Panzós","Ya termino sus estudios",218
1607,"Panzós","Otra causa",7497
1607,"Panzós","No especificado",2889
1608,"Senahú","Falta de dinero",7758
1608,"Senahú","Tiene que trabajar",2115
1608,"Senahú","No hay escuela, instituto o universidad",446
1608,"Senahú","Los padres / pareja no quieren",681
1608,"Senahú","Quehaceres del hogar",496
1608,"Senahú","No le gusta / no quiere ir",4439
1608,"Senahú","Ya termino sus estudios",274
1608,"Senahú","Otra causa",11194
1608,"Senahú","No especificado",4486
1609,"San Pedro Carchá","Falta de dinero",16860
1609,"San Pedro Carchá","Tiene que trabajar",7846
1609,"San Pedro Carchá","No hay escuela, instituto o universidad",435
1609,"San Pedro Carchá","Los padres / pareja no quieren",1637
1609,"San Pedro Carchá","Quehaceres del hogar",1576
1609,"San Pedro Carchá","No le gusta / no quiere ir",15081
1609,"San Pedro Carchá","Ya termino sus estudios",737
1609,"San Pedro Carchá","Otra causa",21579
1609,"San Pedro Carchá","No especificado",7089
1610,"San Juan Chamelco","Falta de dinero",4600
1610,"San Juan Chamelco","Tiene que trabajar",2008
1610,"San Juan Chamelco","No hay escuela, instituto o universidad",58
1610,"San Juan Chamelco","Los padres / pareja no quieren",247
1610,"San Juan Chamelco","Quehaceres del hogar",350
1610,"San Juan Chamelco","No le gusta / no quiere ir",2577
1610,"San Juan Chamelco","Ya termino sus estudios",221
1610,"San Juan Chamelco","Otra causa",4391
1610,"San Juan Chamelco","No especificado",2080
1611,"San Agustín Lanquín","Falta de dinero",2433
1611,"San Agustín Lanquín","Tiene que trabajar",415
1611,"San Agustín Lanquín","No hay escuela, instituto o universidad",37
1611,"San Agustín Lanquín","Los padres / pareja no quieren",178
1611,"San Agustín Lanquín","Quehaceres del hogar",131
1611,"San Agustín Lanquín","No le gusta / no quiere ir",1263
1611,"San Agustín Lanquín","Ya termino sus estudios",77
1611,"San Agustín Lanquín","Otra causa",2438
1611,"San Agustín Lanquín","No especificado",1263
1612,"Santa María Cahabón","Falta de dinero",5220
1612,"Santa María Cahabón","Tiene que trabajar",1268
1612,"Santa María Cahabón","No hay escuela, instituto o universidad",144
1612,"Santa María Cahabón","Los padres / pareja no quieren",414
1612,"Santa María Cahabón","Quehaceres del hogar",390
1612,"Santa María Cahabón","No le gusta / no quiere ir",3050
1612,"Santa María Cahabón","Ya termino sus estudios",268
1612,"Santa María Cahabón","Otra causa",6284
1612,"Santa María Cahabón","No especificado",4677
1613,"Chisec","Falta de dinero",9245
1613,"Chisec","Tiene que trabajar",1761
1613,"Chisec","No hay escuela, instituto o universidad",234
1613,"Chisec","Los padres / pareja no quieren",645
1613,"Chisec","Quehaceres del hogar",257
1613,"Chisec","No le gusta / no quiere ir",4697
1613,"Chisec","Ya termino sus estudios",335
1613,"Chisec","Otra causa",8688
1613,"Chisec","No especificado",3492
1614,"Chahal","Falta de dinero",2301
1614,"Chahal","Tiene que trabajar",317
1614,"Chahal","No hay escuela, instituto o universidad",54
1614,"Chahal","Los padres / pareja no quieren",231
1614,"Chahal","Quehaceres del hogar",27
1614,"Chahal","No le gusta / no quiere ir",1236
1614,"Chahal","Ya termino sus estudios",163
1614,"Chahal","Otra causa",3038
1614,"Chahal","No especificado",1390
1615,"Fray Bartolomé de las Casas","Falta de dinero",5813
1615,"Fray Bartolomé de las Casas","Tiene que trabajar",1940
1615,"Fray Bartolomé de las Casas","No hay escuela, instituto o universidad",104
1615,"Fray Bartolomé de las Casas","Los padres / pareja no quieren",426
1615,"Fray Bartolomé de las Casas","Quehaceres del hogar",490
1615,"Fray Bartolomé de las Casas","No le gusta / no quiere ir",3766
1615,"Fray Bartolomé de las Casas","Ya termino sus estudios",215
1615,"Fray Bartolomé de las Casas","Otra causa",6532
1615,"Fray Bartolomé de las Casas","No especificado",2233
1616,"Santa Catalina La Tinta","Falta de dinero",3039
1616,"Santa Catalina La Tinta","Tiene que trabajar",1357
1616,"Santa Catalina La Tinta","No hay escuela, instituto o universidad",50
1616,"Santa Catalina La Tinta","Los padres / pareja no quieren",300
1616,"Santa Catalina La Tinta","Quehaceres del hogar",235
1616,"Santa Catalina La Tinta","No le gusta / no quiere ir",1211
1616,"Santa Catalina La Tinta","Ya termino sus estudios",299
1616,"Santa Catalina La Tinta","Otra causa",3668
1616,"Santa Catalina La Tinta","No especificado",2000
1617,"Raxruhá","Falta de dinero",2960
1617,"Raxruhá","Tiene que trabajar",1086
1617,"Raxruhá","No hay escuela, instituto o universidad",82
1617,"Raxruhá","Los padres / pareja no quieren",250
1617,"Raxruhá","Quehaceres del hogar",426
1617,"Raxruhá","No le gusta / no quiere ir",2202
1617,"Raxruhá","Ya termino sus estudios",313
1617,"Raxruhá","Otra causa",3066
1617,"Raxruhá","No especificado",1699
1701,"Flores","Falta de dinero",1510
1701,"Flores","Tiene que trabajar",2218
1701,"Flores","No hay escuela, instituto o universidad",8
1701,"Flores","Los padres / pareja no quieren",62
1701,"Flores","Quehaceres del hogar",302
1701,"Flores","No le gusta / no quiere ir",1290
1701,"Flores","Ya termino sus estudios",373
1701,"Flores","Otra causa",1751
1701,"Flores","No especificado",1809
1702,"San José","Falta de dinero",521
1702,"San José","Tiene que trabajar",229
1702,"San José","No hay escuela, instituto o universidad",4
1702,"San José","Los padres / pareja no quieren",25
1702,"San José","Quehaceres del hogar",6
1702,"San José","No le gusta / no quiere ir",332
1702,"San José","Ya termino sus estudios",22
1702,"San José","Otra causa",396
1702,"San José","No especificado",429
1703,"San Benito","Falta de dinero",1484
1703,"San Benito","Tiene que trabajar",2354
1703,"San Benito","No hay escuela, instituto o universidad",19
1703,"San Benito","Los padres / pareja no quieren",53
1703,"San Benito","Quehaceres del hogar",344
1703,"San Benito","No le gusta / no quiere ir",712
1703,"San Benito","Ya termino sus estudios",299
1703,"San Benito","Otra causa",1903
1703,"San Benito","No especificado",3180
1704,"San Andrés","Falta de dinero",2319
1704,"San Andrés","Tiene que trabajar",1398
1704,"San Andrés","No hay escuela, instituto o universidad",354
1704,"San Andrés","Los padres / pareja no quieren",157
1704,"San Andrés","Quehaceres del hogar",368
1704,"San Andrés","No le gusta / no quiere ir",2114
1704,"San Andrés","Ya termino sus estudios",170
1704,"San Andrés","Otra causa",2697
1704,"San Andrés","No especificado",1128
1705,"La Libertad","Falta de dinero",5341
1705,"La Libertad","Tiene que trabajar",2860
1705,"La Libertad","No hay escuela, instituto o universidad",345
1705,"La Libertad","Los padres / pareja no quieren",210
1705,"La Libertad","Quehaceres del hogar",463
1705,"La Libertad","No le gusta / no quiere ir",3711
1705,"La Libertad","Ya termino sus estudios",475
1705,"La Libertad","Otra causa",4886
1705,"La Libertad","No especificado",5079
1706,"San Francisco","Falta de dinero",1188
1706,"San Francisco","Tiene que trabajar",691
1706,"San Francisco","No hay escuela, instituto o universidad",16
1706,"San Francisco","Los padres / pareja no quieren",23
1706,"San Francisco","Quehaceres del hogar",86
1706,"San Francisco","No le gusta / no quiere ir",612
1706,"San Francisco","Ya termino sus estudios",75
1706,"San Francisco","Otra causa",1046
1706,"San Francisco","No especificado",430
1707,"Santa Ana","Falta de dinero",1510
1707,"Santa Ana","Tiene que trabajar",960
1707,"Santa Ana","No hay escuela, instituto o universidad",39
1707,"Santa Ana","Los padres / pareja no quieren",115
1707,"Santa Ana","Quehaceres del hogar",208
1707,"Santa Ana","No le gusta / no quiere ir",675
1707,"Santa Ana","Ya termino sus estudios",242
1707,"Santa Ana","Otra causa",1321
1707,"Santa Ana","No especificado",1393
1708,"Dolores","Falta de dinero",1663
1708,"Dolores","Tiene que trabajar",1113
1708,"Dolores","No hay escuela, instituto o universidad",94
1708,"Dolores","Los padres / pareja no quieren",112
1708,"Dolores","Quehaceres del hogar",277
1708,"Dolores","No le gusta / no quiere ir",1266
1708,"Dolores","Ya termino sus estudios",329
1708,"Dolores","Otra causa",1569
1708,"Dolores","No especificado",1149
1709,"San Luis","Falta de dinero",5300
1709,"San Luis","Tiene que trabajar",3284
1709,"San Luis","No hay escuela, instituto o universidad",256
1709,"San Luis","Los padres / pareja no quieren",277
1709,"San Luis","Quehaceres del hogar",556
1709,"San Luis","No le gusta / no quiere ir",3194
1709,"San Luis","Ya termino sus estudios",424
1709,"San Luis","Otra causa",5634
1709,"San Luis","No especificado",2909
1710,"Sayaxché","Falta de dinero",8044
1710,"Sayaxché","Tiene que trabajar",3325
1710,"Sayaxché","No hay escuela, instituto o universidad",398
1710,"Sayaxché","Los padres / pareja no quieren",510
1710,"Sayaxché","Quehaceres del hogar",756
1710,"Sayaxché","No le gusta / no quiere ir",5166
1710,"Sayaxché","Ya termino sus estudios",632
1710,"Sayaxché","Otra causa",8264
1710,"Sayaxché","No especificado",3811
1711,"Melchor de Mencos","Falta de dinero",1350
1711,"Melchor de Mencos","Tiene que trabajar",1607
1711,"Melchor de Mencos","No hay escuela, instituto o universidad",104
1711,"Melchor de Mencos","Los padres / pareja no quieren",114
1711,"Melchor de Mencos","Quehaceres del hogar",402
1711,"Melchor de Mencos","No le gusta / no quiere ir",1188
1711,"Melchor de Mencos","Ya termino sus estudios",118
1711,"Melchor de Mencos","Otra causa",1706
1711,"Melchor de Mencos","No especificado",1454
1712,"Poptún","Falta de dinero",2539
1712,"Poptún","Tiene que trabajar",2731
1712,"Poptún","No hay escuela, instituto o universidad",473
1712,"Poptún","Los padres / pareja no quieren",195
1712,"Poptún","Quehaceres del hogar",393
1712,"Poptún","No le gusta / no quiere ir",2207
1712,"Poptún","Ya termino sus estudios",402
1712,"Poptún","Otra causa",3468
1712,"Poptún","No especificado",1943
1713,"Las Cruces","Falta de dinero",3844
1713,"Las Cruces","Tiene que trabajar",1259
1713,"Las Cruces","No hay escuela, instituto o universidad",171
1713,"Las Cruces","Los padres / pareja no quieren",130
1713,"Las Cruces","Quehaceres del hogar",264
1713,"Las Cruces","No le gusta / no quiere ir",1706
1713,"Las Cruces","Ya termino sus estudios",105
1713,"Las Cruces","Otra causa",2469
1713,"Las Cruces","No especificado",1398
1714,"El Chal","Falta de dinero",861
1714,"El Chal","Tiene que trabajar",845
1714,"El Chal","No hay escuela, instituto o universidad",26
1714,"El Chal","Los padres / pareja no quieren",54
1714,"El Chal","Quehaceres del hogar",238
1714,"El Chal","No le gusta / no quiere ir",666
1714,"El Chal","Ya termino sus estudios",165
1714,"El Chal","Otra causa",905
1714,"El Chal","No especificado",571
1801,"Puerto Barrios","Falta de dinero",3477
1801,"Puerto Barrios","Tiene que trabajar",6195
1801,"Puerto Barrios","No hay escuela, instituto o universidad",103
1801,"Puerto Barrios","Los padres / pareja no quieren",179
1801,"Puerto Barrios","Quehaceres del hogar",803
1801,"Puerto Barrios","No le gusta / no quiere ir",1973
1801,"Puerto Barrios","Ya termino sus estudios",1101
1801,"Puerto Barrios","Otra causa",4843
1801,"Puerto Barrios","No especificado",4828
1802,"Livingston","Falta de dinero",5853
1802,"Livingston","Tiene que trabajar",3090
1802,"Livingston","No hay escuela, instituto o universidad",320
1802,"Livingston","Los padres / pareja no quieren",402
1802,"Livingston","Quehaceres del hogar",559
1802,"Livingston","No le gusta / no quiere ir",3308
1802,"Livingston","Ya termino sus estudios",639
1802,"Livingston","Otra causa",6256
1802,"Livingston","No especificado",3034
1803,"El Estor","Falta de dinero",6180
1803,"El Estor","Tiene que trabajar",1932
1803,"El Estor","No hay escuela, instituto o universidad",174
1803,"El Estor","Los padres / pareja no quieren",476
1803,"El Estor","Quehaceres del hogar",284
1803,"El Estor","No le gusta / no quiere ir",3372
1803,"El Estor","Ya termino sus estudios",537
1803,"El Estor","Otra causa",6639
1803,"El Estor","No especificado",3444
1804,"Morales","Falta de dinero",5779
1804,"Morales","Tiene que trabajar",5551
1804,"Morales","No hay escuela, instituto o universidad",365
1804,"Morales","Los padres / pareja no quieren",347
1804,"Morales","Quehaceres del hogar",863
1804,"Morales","No le gusta / no quiere ir",4101
1804,"Morales","Ya termino sus estudios",903
1804,"Morales","Otra causa",6758
1804,"Morales","No especificado",3663
1805,"Los Amates","Falta de dinero",3466
1805,"Los Amates","Tiene que trabajar",2751
1805,"Los Amates","No hay escuela, instituto o universidad",343
1805,"Los Amates","Los padres / pareja no quieren",287
1805,"Los Amates","Quehaceres del hogar",470
1805,"Los Amates","No le gusta / no quiere ir",2903
1805,"Los Amates","Ya termino sus estudios",574
1805,"Los Amates","Otra causa",4503
1805,"Los Amates","No especificado",2927
1901,"Zacapa","Falta de dinero",2649
1901,"Zacapa","Tiene que trabajar",2819
1901,"Zacapa","No hay escuela, instituto o universidad",134
1901,"Zacapa","Los padres / pareja no quieren",177
1901,"Zacapa","Quehaceres del hogar",258
1901,"Zacapa","No le gusta / no quiere ir",1779
1901,"Zacapa","Ya termino sus estudios",353
1901,"Zacapa","Otra causa",2825
1901,"Zacapa","No especificado",3031
1902,"Estanzuela","Falta de dinero",588
1902,"Estanzuela","Tiene que trabajar",545
1902,"Estanzuela","No hay escuela, instituto o universidad",11
1902,"Estanzuela","Los padres / pareja no quieren",6
1902,"Estanzuela","Quehaceres del hogar",37
1902,"Estanzuela","No le gusta / no quiere ir",270
1902,"Estanzuela","Ya termino sus estudios",168
1902,"Estanzuela","Otra causa",246
1902,"Estanzuela","No especificado",421
1903,"Río Hondo","Falta de dinero",755
1903,"Río Hondo","Tiene que trabajar",1007
1903,"Río Hondo","No hay escuela, instituto o universidad",12
1903,"Río Hondo","Los padres / pareja no quieren",46
1903,"Río Hondo","Quehaceres del hogar",121
1903,"Río Hondo","No le gusta / no quiere ir",627
1903,"Río Hondo","Ya termino sus estudios",121
1903,"Río Hondo","Otra causa",1039
1903,"Río Hondo","No especificado",1308
1904,"Gualán","Falta de dinero",3048
1904,"Gualán","Tiene que trabajar",2135
1904,"Gualán","No hay escuela, instituto o universidad",320
1904,"Gualán","Los padres / pareja no quieren",198
1904,"Gualán","Quehaceres del hogar",398
1904,"Gualán","No le gusta / no quiere ir",1666
1904,"Gualán","Ya termino sus estudios",358
1904,"Gualán","Otra causa",2647
1904,"Gualán","No especificado",3241
1905,"Teculután","Falta de dinero",610
1905,"Teculután","Tiene que trabajar",787
1905,"Teculután","No hay escuela, instituto o universidad",2
1905,"Teculután","Los padres / pareja no quieren",27
1905,"Teculután","Quehaceres del hogar",178
1905,"Teculután","No le gusta / no quiere ir",286
1905,"Teculután","Ya termino sus estudios",208
1905,"Teculután","Otra causa",692
1905,"Teculután","No especificado",1370
1906,"Usumatlán","Falta de dinero",681
1906,"Usumatlán","Tiene que trabajar",740
1906,"Usumatlán","No hay escuela, instituto o universidad",18
1906,"Usumatlán","Los padres / pareja no quieren",17
1906,"Usumatlán","Quehaceres del hogar",222
1906,"Usumatlán","No le gusta / no quiere ir",451
1906,"Usumatlán","Ya termino sus estudios",64
1906,"Usumatlán","Otra causa",536
1906,"Usumatlán","No especificado",371
1907,"Cabañas","Falta de dinero",854
1907,"Cabañas","Tiene que trabajar",394
1907,"Cabañas","No hay escuela, instituto o universidad",18
1907,"Cabañas","Los padres / pareja no quieren",72
1907,"Cabañas","Quehaceres del hogar",86
1907,"Cabañas","No le gusta / no quiere ir",780
1907,"Cabañas","Ya termino sus estudios",97
1907,"Cabañas","Otra causa",437
1907,"Cabañas","No especificado",825
1908,"San Diego","Falta de dinero",190
1908,"San Diego","Tiene que trabajar",255
1908,"San Diego","No hay escuela, instituto o universidad",1
1908,"San Diego","Los padres / pareja no quieren",8
1908,"San Diego","Quehaceres del hogar",8
1908,"San Diego","No le gusta / no quiere ir",222
1908,"San Diego","Ya termino sus estudios",122
1908,"San Diego","Otra causa",298
1908,"San Diego","No especificado",521
1909,"La Unión","Falta de dinero",3609
1909,"La Unión","Tiene que trabajar",1122
1909,"La Unión","No hay escuela, instituto o universidad",26
1909,"La Unión","Los padres / pareja no quieren",232
1909,"La Unión","Quehaceres del hogar",244
1909,"La Unión","No le gusta / no quiere ir",2106
1909,"La Unión","Ya termino sus estudios",52
1909,"La Unión","Otra causa",2921
1909,"La Unión","No especificado",1669
1910,"Huité","Falta de dinero",1076
1910,"Huité","Tiene que trabajar",480
1910,"Huité","No hay escuela, instituto o universidad",5
1910,"Huité","Los padres / pareja no quieren",19
1910,"Huité","Quehaceres del hogar",147
1910,"Huité","No le gusta / no quiere ir",523
1910,"Huité","Ya termino sus estudios",61
1910,"Huité","Otra causa",516
1910,"Huité","No especificado",337
1911,"San Jorge","Falta de dinero",720
1911,"San Jorge","Tiene que trabajar",365
1911,"San Jorge","No hay escuela, instituto o universidad",4
1911,"San Jorge","Los padres / pareja no quieren",27
1911,"San Jorge","Quehaceres del hogar",77
1911,"San Jorge","No le gusta / no quiere ir",446
1911,"San Jorge","Ya termino sus estudios",102
1911,"San Jorge","Otra causa",479
1911,"San Jorge","No especificado",695
2001,"Chiquimula","Falta de dinero",6040
2001,"Chiquimula","Tiene que trabajar",5673
2001,"Chiquimula","No hay escuela, instituto o universidad",113
2001,"Chiquimula","Los padres / pareja no quieren",346
2001,"Chiquimula","Quehaceres del hogar",1079
2001,"Chiquimula","No le gusta / no quiere ir",3245
2001,"Chiquimula","Ya termino sus estudios",487
2001,"Chiquimula","Otra causa",6891
2001,"Chiquimula","No especificado",5444
2002,"San José la Arada","Falta de dinero",578
2002,"San José la Arada","Tiene que trabajar",386
2002,"San José la Arada","No hay escuela, instituto o universidad",47
2002,"San José la Arada","Los padres / pareja no quieren",51
2002,"San José la Arada","Quehaceres del hogar",41
2002,"San José la Arada","No le gusta / no quiere ir",500
2002,"San José la Arada","Ya termino sus estudios",29
2002,"San José la Arada","Otra causa",511
2002,"San José la Arada","No especificado",251
2003,"San Juan Ermita","Falta de dinero",1878
2003,"San Juan Ermita","Tiene que trabajar",593
2003,"San Juan Ermita","No hay escuela, instituto o universidad",11
2003,"San Juan Ermita","Los padres / pareja no quieren",119
2003,"San Juan Ermita","Quehaceres del hogar",141
2003,"San Juan Ermita","No le gusta / no quiere ir",799
2003,"San Juan Ermita","Ya termino sus estudios",26
2003,"San Juan Ermita","Otra causa",672
2003,"San Juan Ermita","No especificado",523
2004,"Jocotán","Falta de dinero",6168
2004,"Jocotán","Tiene que trabajar",2480
2004,"Jocotán","No hay escuela, instituto o universidad",82
2004,"Jocotán","Los padres / pareja no quieren",334
2004,"Jocotán","Quehaceres del hogar",1154
2004,"Jocotán","No le gusta / no quiere ir",3604
2004,"Jocotán","Ya termino sus estudios",330
2004,"Jocotán","Otra causa",6659
2004,"Jocotán","No especificado",2566
2005,"Camotán","Falta de dinero",5952
2005,"Camotán","Tiene que trabajar",1686
2005,"Camotán","No hay escuela, instituto o universidad",72
2005,"Camotán","Los padres / pareja no quieren",238
2005,"Camotán","Quehaceres del hogar",764
2005,"Camotán","No le gusta / no quiere ir",2384
2005,"Camotán","Ya termino sus estudios",315
2005,"Camotán","Otra causa",5103
2005,"Camotán","No especificado",2531
2006,"Olopa","Falta de dinero",1917
2006,"Olopa","Tiene que trabajar",1289
2006,"Olopa","No hay escuela, instituto o universidad",34
2006,"Olopa","Los padres / pareja no quieren",149
2006,"Olopa","Quehaceres del hogar",459
2006,"Olopa","No le gusta / no quiere ir",2357
2006,"Olopa","Ya termino sus estudios",61
2006,"Olopa","Otra causa",1906
2006,"Olopa","No especificado",891
2007,"Esquipulas","Falta de dinero",3148
2007,"Esquipulas","Tiene que trabajar",2849
2007,"Esquipulas","No hay escuela, instituto o universidad",472
2007,"Esquipulas","Los padres / pareja no quieren",375
2007,"Esquipulas","Quehaceres del hogar",467
2007,"Esquipulas","No le gusta / no quiere ir",3295
2007,"Esquipulas","Ya termino sus estudios",277
2007,"Esquipulas","Otra causa",3329
2007,"Esquipulas","No especificado",2354
2008,"Concepción las Minas","Falta de dinero",547
2008,"Concepción las Minas","Tiene que trabajar",385
2008,"Concepción las Minas","No hay escuela, instituto o universidad",25
2008,"Concepción las Minas","Los padres / pareja no quieren",49
2008,"Concepción las Minas","Quehaceres del hogar",37
2008,"Concepción las Minas","No le gusta / no quiere ir",506
2008,"Concepción las Minas","Ya termino sus estudios",141
2008,"Concepción las Minas","Otra causa",661
2008,"Concepción las Minas","No especificado",669
2009,"Quezaltepeque","Falta de dinero",2784
2009,"Quezaltepeque","Tiene que trabajar",1092
2009,"Quezaltepeque","No hay escuela, instituto o universidad",22
2009,"Quezaltepeque","Los padres / pareja no quieren",76
2009,"Quezaltepeque","Quehaceres del hogar",202
