"Código","Municipio","Total de mujeres en edad fértil","Situación","Cantidad de Mujeres","Porcentaje de Mujeres"
406,"Tecpán Guatemala",24496,"Con  1 hijos nacidos",3237,0.13
407,"Patzún",16041,"Con  1 hijos nacidos",2545,0.16
408,"San Miguel Pochuta",2263,"Con  1 hijos nacidos",364,0.16
409,"Patzicía",9111,"Con  1 hijos nacidos",1291,0.14
410,"Santa Cruz Balanyá",2546,"Con  1 hijos nacidos",381,0.15
411,"Acatenango",6322,"Con  1 hijos nacidos",985,0.16
412,"San Pedro Yepocapa",8808,"Con  1 hijos nacidos",1316,0.15
413,"San Andrés Itzapa",8851,"Con  1 hijos nacidos",1286,0.15
414,"Parramos",4545,"Con  1 hijos nacidos",648,0.14
415,"Zaragoza",6732,"Con  1 hijos nacidos",993,0.15
416,"El Tejar",5724,"Con  1 hijos nacidos",912,0.16
501,"Escuintla",42696,"Con  1 hijos nacidos",8089,0.19
502,"Santa Lucía Cotzumalguapa",30471,"Con  1 hijos nacidos",5035,0.17
503,"La Democracia",6084,"Con  1 hijos nacidos",1139,0.19
504,"Siquinalá",6132,"Con  1 hijos nacidos",1058,0.17
505,"Masagua",12045,"Con  1 hijos nacidos",2144,0.18
506,"Tiquisate",15282,"Con  1 hijos nacidos",2739,0.18
507,"La Gomera",12555,"Con  1 hijos nacidos",2372,0.19
508,"Guanagazapa",3982,"Con  1 hijos nacidos",659,0.17
509,"San José",17344,"Con  1 hijos nacidos",3331,0.19
510,"Iztapa",5076,"Con  1 hijos nacidos",1034,0.2
511,"Palín",18821,"Con  1 hijos nacidos",3216,0.17
512,"San Vicente Pacaya",4514,"Con  1 hijos nacidos",858,0.19
513,"Nueva Concepción",19822,"Con  1 hijos nacidos",3499,0.18
514,"Sipacate",4426,"Con  1 hijos nacidos",864,0.2
601,"Cuilapa",11113,"Con  1 hijos nacidos",2027,0.18
602,"Barberena",15892,"Con  1 hijos nacidos",2973,0.19
603,"Santa Rosa de Lima",5402,"Con  1 hijos nacidos",985,0.18
604,"Casillas",6840,"Con  1 hijos nacidos",1261,0.18
605,"San Rafael las Flores",3387,"Con  1 hijos nacidos",632,0.19
606,"Oratorio",6472,"Con  1 hijos nacidos",1082,0.17
607,"San Juan Tecuaco",2596,"Con  1 hijos nacidos",391,0.15
608,"Chiquimulilla",14388,"Con  1 hijos nacidos",2559,0.18
609,"Taxisco",7702,"Con  1 hijos nacidos",1394,0.18
610,"Santa María Ixhuatán",6168,"Con  1 hijos nacidos",1070,0.17
611,"Guazacapán",5037,"Con  1 hijos nacidos",838,0.17
612,"Santa Cruz Naranjo",4352,"Con  1 hijos nacidos",815,0.19
613,"Pueblo Nuevo Viñas",6315,"Con  1 hijos nacidos",1124,0.18
614,"Nueva Santa Rosa",10035,"Con  1 hijos nacidos",1832,0.18
701,"Sololá",25247,"Con  1 hijos nacidos",3027,0.12
702,"San José Chacayá",1122,"Con  1 hijos nacidos",169,0.15
703,"Santa María Visitación",679,"Con  1 hijos nacidos",123,0.18
704,"Santa Lucía Utatlán",6157,"Con  1 hijos nacidos",991,0.16
705,"Nahualá",22424,"Con  1 hijos nacidos",4036,0.18
706,"Santa Catarina Ixtahuacán",16963,"Con  1 hijos nacidos",3050,0.18
707,"Santa Clara la Laguna",2767,"Con  1 hijos nacidos",496,0.18
708,"Concepción",1771,"Con  1 hijos nacidos",191,0.11
709,"San Andrés Semetabaj",3867,"Con  1 hijos nacidos",555,0.14
710,"Panajachel",4347,"Con  1 hijos nacidos",789,0.18
711,"Santa Catarina Palopó",1073,"Con  1 hijos nacidos",117,0.11
712,"San Antonio Palopó",4170,"Con  1 hijos nacidos",622,0.15
713,"San Lucas Tolimán",8279,"Con  1 hijos nacidos",1275,0.15
714,"Santa Cruz la Laguna",1569,"Con  1 hijos nacidos",260,0.17
715,"San Pablo la Laguna",2107,"Con  1 hijos nacidos",459,0.22
716,"San Marcos la Laguna",828,"Con  1 hijos nacidos",158,0.19
717,"San Juan la Laguna",3311,"Con  1 hijos nacidos",656,0.2
718,"San Pedro la Laguna",2958,"Con  1 hijos nacidos",640,0.22
719,"Santiago Atitlán",12280,"Con  1 hijos nacidos",1898,0.15
801,"Totonicapán",31356,"Con  1 hijos nacidos",5400,0.17
802,"San Cristóbal Totonicapán",10900,"Con  1 hijos nacidos",1644,0.15
803,"San Francisco el Alto",16792,"Con  1 hijos nacidos",2415,0.14
804,"San Andrés Xecul",8242,"Con  1 hijos nacidos",1173,0.14
805,"Momostenango",27315,"Con  1 hijos nacidos",3409,0.12
806,"Santa María Chiquimula",14291,"Con  1 hijos nacidos",1759,0.12
807,"Santa Lucía la Reforma",5615,"Con  1 hijos nacidos",688,0.12
808,"San Bartolo Aguas Calientes",2728,"Con  1 hijos nacidos",386,0.14
901,"Quetzaltenango",53486,"Con  1 hijos nacidos",9863,0.18
902,"Salcajá",5508,"Con  1 hijos nacidos",1032,0.19
903,"San Juan Olintepeque",10466,"Con  1 hijos nacidos",1723,0.16
904,"San Carlos Sija",8120,"Con  1 hijos nacidos",1458,0.18
905,"Sibilia",2247,"Con  1 hijos nacidos",433,0.19
906,"Cabricán",6739,"Con  1 hijos nacidos",1068,0.16
907,"Cajolá",4304,"Con  1 hijos nacidos",969,0.23
908,"San Miguel Siguilá",2376,"Con  1 hijos nacidos",432,0.18
909,"San Juan Ostuncalco",15138,"Con  1 hijos nacidos",2661,0.18
910,"San Mateo",2320,"Con  1 hijos nacidos",406,0.18
911,"Concepción Chiquirichapa",4983,"Con  1 hijos nacidos",911,0.18
912,"San Martín Sacatepéquez",8563,"Con  1 hijos nacidos",1330,0.16
913,"Almolonga",4962,"Con  1 hijos nacidos",802,0.16
914,"Cantel",11587,"Con  1 hijos nacidos",1856,0.16
915,"Huitán",3809,"Con  1 hijos nacidos",710,0.19
916,"Zunil",4687,"Con  1 hijos nacidos",835,0.18
917,"Colomba Costa Cuca",12394,"Con  1 hijos nacidos",2060,0.17
918,"San Francisco la Unión",2210,"Con  1 hijos nacidos",363,0.16
919,"El Palmar",7719,"Con  1 hijos nacidos",1219,0.16
920,"Coatepeque",28908,"Con  1 hijos nacidos",5095,0.18
921,"Génova",9848,"Con  1 hijos nacidos",1585,0.16
922,"Flores Costa Cuca",5703,"Con  1 hijos nacidos",994,0.17
923,"La Esperanza",6649,"Con  1 hijos nacidos",1220,0.18
924,"Palestina de los Altos",4544,"Con  1 hijos nacidos",753,0.17
1001,"Mazatenango",21030,"Con  1 hijos nacidos",3981,0.19
1002,"Cuyotenango",9011,"Con  1 hijos nacidos",1489,0.17
1003,"San Francisco Zapotitlán",6178,"Con  1 hijos nacidos",1102,0.18
1004,"San Bernardino",4216,"Con  1 hijos nacidos",678,0.16
1005,"San José el Ídolo",2693,"Con  1 hijos nacidos",408,0.15
1006,"Santo Domingo Suchitepéquez",11191,"Con  1 hijos nacidos",1878,0.17
1007,"San Lorenzo",3561,"Con  1 hijos nacidos",580,0.16
1008,"Samayac",6994,"Con  1 hijos nacidos",1348,0.19
1009,"San Pablo Jocopilas",6013,"Con  1 hijos nacidos",1180,0.2
1010,"San Antonio Suchitepéquez",15245,"Con  1 hijos nacidos",2315,0.15
1011,"San Miguel Panán",2633,"Con  1 hijos nacidos",403,0.15
1012,"San Gabriel",2043,"Con  1 hijos nacidos",394,0.19
1013,"Chicacao",14831,"Con  1 hijos nacidos",2094,0.14
1014,"Patulul",10637,"Con  1 hijos nacidos",1700,0.16
1015,"Santa Bárbara",6476,"Con  1 hijos nacidos",1056,0.16
1016,"San Juan Bautista",2005,"Con  1 hijos nacidos",323,0.16
1017,"Santo Tomas la Unión",3403,"Con  1 hijos nacidos",676,0.2
1018,"Zunilito",2255,"Con  1 hijos nacidos",385,0.17
1019,"Pueblo Nuevo",3137,"Con  1 hijos nacidos",552,0.18
1020,"Río Bravo",7124,"Con  1 hijos nacidos",1185,0.17
1021,"San José La Máquina",6174,"Con  1 hijos nacidos",1113,0.18
1101,"Retalhuleu",24735,"Con  1 hijos nacidos",4517,0.18
1102,"San Sebastián",8203,"Con  1 hijos nacidos",1451,0.18
1103,"Santa Cruz Muluá",3662,"Con  1 hijos nacidos",648,0.18
1104,"San Martín Zapotitlán",3249,"Con  1 hijos nacidos",567,0.17
1105,"San Felipe",6696,"Con  1 hijos nacidos",1219,0.18
1106,"San Andrés Villa Seca",12166,"Con  1 hijos nacidos",1920,0.16
1107,"Champerico",8488,"Con  1 hijos nacidos",1411,0.17
1108,"Nuevo San Carlos",10317,"Con  1 hijos nacidos",1733,0.17
1109,"El Asintal",10031,"Con  1 hijos nacidos",1686,0.17
1201,"San Marcos",13016,"Con  1 hijos nacidos",2446,0.19
1202,"San Pedro Sacatepéquez",21982,"Con  1 hijos nacidos",4002,0.18
1203,"San Antonio Sacatepéquez",5117,"Con  1 hijos nacidos",871,0.17
1204,"Comitancillo",13997,"Con  1 hijos nacidos",2095,0.15
1205,"San Miguel Ixtahuacán",10985,"Con  1 hijos nacidos",1678,0.15
1206,"Concepción Tutuapa",16592,"Con  1 hijos nacidos",2429,0.15
1207,"Tacaná",18205,"Con  1 hijos nacidos",2264,0.12
1208,"Sibinal",3656,"Con  1 hijos nacidos",499,0.14
1209,"Tajumulco",12855,"Con  1 hijos nacidos",1930,0.15
1210,"Tejutla",9468,"Con  1 hijos nacidos",1563,0.17
1211,"San Rafael Pie de la Cuesta",4455,"Con  1 hijos nacidos",827,0.19
1212,"Nuevo Progreso",7576,"Con  1 hijos nacidos",1237,0.16
1213,"El Tumbador",11106,"Con  1 hijos nacidos",1740,0.16
1214,"San José el Rodeo",4544,"Con  1 hijos nacidos",777,0.17
1215,"Malacatán",24599,"Con  1 hijos nacidos",3745,0.15
1216,"Catarina",7891,"Con  1 hijos nacidos",1399,0.18
1217,"Ayutla",10310,"Con  1 hijos nacidos",1978,0.19
1218,"Ocós",2906,"Con  1 hijos nacidos",566,0.19
1219,"San Pablo",13154,"Con  1 hijos nacidos",2306,0.18
1220,"El Quetzal",5794,"Con  1 hijos nacidos",993,0.17
1221,"La Reforma",4377,"Con  1 hijos nacidos",723,0.17
1222,"Pajapita",5886,"Con  1 hijos nacidos",1064,0.18
1223,"Ixchiguán",5677,"Con  1 hijos nacidos",841,0.15
1224,"San José Ojetenam",4442,"Con  1 hijos nacidos",642,0.14
1225,"San Cristóbal Cucho",4347,"Con  1 hijos nacidos",730,0.17
1226,"Sipacapa",4806,"Con  1 hijos nacidos",655,0.14
1227,"Esquipulas Palo Gordo",3401,"Con  1 hijos nacidos",564,0.17
1228,"Río Blanco",1403,"Con  1 hijos nacidos",258,0.18
1229,"San Lorenzo",3377,"Con  1 hijos nacidos",610,0.18
1230,"La Blanca",7676,"Con  1 hijos nacidos",1406,0.18
1301,"Huehuetenango",34102,"Con  1 hijos nacidos",6208,0.18
1302,"Chiantla",23810,"Con  1 hijos nacidos",4078,0.17
1303,"Malacatancito",5023,"Con  1 hijos nacidos",829,0.17
1304,"Cuilco",15379,"Con  1 hijos nacidos",2370,0.15
1305,"Nentón",11613,"Con  1 hijos nacidos",1768,0.15
1306,"San Pedro Necta",10237,"Con  1 hijos nacidos",1730,0.17
1307,"Jacaltenango",10715,"Con  1 hijos nacidos",2231,0.21
1308,"San Pedro Soloma",13252,"Con  1 hijos nacidos",1741,0.13
1309,"San Ildefonso Ixtahuacán",11254,"Con  1 hijos nacidos",1663,0.15
1310,"Santa Bárbara",8665,"Con  1 hijos nacidos",1366,0.16
1311,"La Libertad",10031,"Con  1 hijos nacidos",1757,0.18
1312,"La Democracia",15055,"Con  1 hijos nacidos",2650,0.18
1313,"San Miguel Acatán",6259,"Con  1 hijos nacidos",927,0.15
1314,"San Rafael La Independencia",3359,"Con  1 hijos nacidos",512,0.15
1315,"Todos Santos Cuchumatán",7986,"Con  1 hijos nacidos",1641,0.21
1316,"San Juan Atitán",5474,"Con  1 hijos nacidos",1094,0.2
1317,"Santa Eulalia",9812,"Con  1 hijos nacidos",1254,0.13
1318,"San Mateo Ixtatán",11186,"Con  1 hijos nacidos",1492,0.13
1319,"Colotenango",8896,"Con  1 hijos nacidos",1507,0.17
1320,"San Sebastián Huehuetenango",8498,"Con  1 hijos nacidos",1420,0.17
1321,"Tectitán",2565,"Con  1 hijos nacidos",330,0.13
1322,"Concepción Huista",4961,"Con  1 hijos nacidos",826,0.17
1323,"San Juan Ixcoy",5786,"Con  1 hijos nacidos",936,0.16
1324,"San Antonio Huista",4488,"Con  1 hijos nacidos",881,0.2
1325,"San Sebastián Coatán",5413,"Con  1 hijos nacidos",845,0.16
1326,"Santa Cruz Barillas",25158,"Con  1 hijos nacidos",3462,0.14
1327,"Aguacatán",14118,"Con  1 hijos nacidos",2402,0.17
1328,"San Rafael Petzal",2921,"Con  1 hijos nacidos",600,0.21
1329,"San Gaspar Ixchil",2001,"Con  1 hijos nacidos",328,0.16
1330,"Santiago Chimaltenango",3109,"Con  1 hijos nacidos",722,0.23
1331,"Santa Ana Huista",2608,"Con  1 hijos nacidos",507,0.19
1332,"Unión Cantinil",4518,"Con  1 hijos nacidos",881,0.19
1333,"Petatán",1761,"Con  1 hijos nacidos",325,0.18
1401,"Santa Cruz del Quiché",21349,"Con  1 hijos nacidos",2946,0.14
1402,"Chiché",7576,"Con  1 hijos nacidos",947,0.12
1403,"Chinique",3030,"Con  1 hijos nacidos",423,0.14
1404,"Zacualpa",8921,"Con  1 hijos nacidos",1285,0.14
1405,"Chajul",12404,"Con  1 hijos nacidos",1992,0.16
1406,"Santo Tomás Chichicastenango",39398,"Con  1 hijos nacidos",4724,0.12
1407,"Patzité",1651,"Con  1 hijos nacidos",191,0.12
1408,"San Antonio Ilotenango",6624,"Con  1 hijos nacidos",820,0.12
1409,"San Pedro Jocopilas",8259,"Con  1 hijos nacidos",1030,0.12
1410,"Cunén",10413,"Con  1 hijos nacidos",1397,0.13
1411,"San Juan Cotzal",7761,"Con  1 hijos nacidos",956,0.12
1412,"Joyabaj",22143,"Con  1 hijos nacidos",3187,0.14
1413,"Santa María Nebaj",20879,"Con  1 hijos nacidos",3295,0.16
1414,"San Andrés Sajcabajá",7012,"Con  1 hijos nacidos",1114,0.16
1415,"San Miguel Uspantán",16070,"Con  1 hijos nacidos",2388,0.15
1416,"Sacapulas",13771,"Con  1 hijos nacidos",2046,0.15
1417,"San Bartolomé Jocotenango",3359,"Con  1 hijos nacidos",438,0.13
1418,"Canillá",3226,"Con  1 hijos nacidos",605,0.19
1419,"Chicamán",9610,"Con  1 hijos nacidos",1440,0.15
1420,"Playa Grande Ixcán",24529,"Con  1 hijos nacidos",4079,0.17
1421,"Pachalum",2449,"Con  1 hijos nacidos",416,0.17
1501,"Salamá",18185,"Con  1 hijos nacidos",3359,0.18
1502,"San Miguel Chicaj",9140,"Con  1 hijos nacidos",1556,0.17
1503,"Rabinal",10917,"Con  1 hijos nacidos",1862,0.17
1504,"Cubulco",14883,"Con  1 hijos nacidos",2693,0.18
1505,"Granados",3723,"Con  1 hijos nacidos",713,0.19
1506,"Santa Cruz El Chol",2690,"Con  1 hijos nacidos",494,0.18
1507,"San Jerónimo",6998,"Con  1 hijos nacidos",1329,0.19
1508,"Purulhá",13896,"Con  1 hijos nacidos",2111,0.15
1601,"Cobán",57097,"Con  1 hijos nacidos",9604,0.17
1602,"Santa Cruz Verapaz",8480,"Con  1 hijos nacidos",1306,0.15
1603,"San Cristóbal Verapaz",17146,"Con  1 hijos nacidos",2548,0.15
1604,"Tactic",10415,"Con  1 hijos nacidos",1795,0.17
1605,"Tamahú",5062,"Con  1 hijos nacidos",906,0.18
1606,"San Miguel Tucurú",10607,"Con  1 hijos nacidos",1677,0.16
1607,"Panzós",17110,"Con  1 hijos nacidos",2838,0.17
1608,"Senahú",22827,"Con  1 hijos nacidos",3898,0.17
1609,"San Pedro Carchá",60904,"Con  1 hijos nacidos",9953,0.16
1610,"San Juan Chamelco",15105,"Con  1 hijos nacidos",2534,0.17
1611,"San Agustín Lanquín",6248,"Con  1 hijos nacidos",1089,0.17
1612,"Santa María Cahabón",17057,"Con  1 hijos nacidos",3024,0.18
1613,"Chisec",20662,"Con  1 hijos nacidos",3013,0.15
1614,"Chahal",6912,"Con  1 hijos nacidos",1168,0.17
1615,"Fray Bartolomé de las Casas",16834,"Con  1 hijos nacidos",2701,0.16
1616,"Santa Catalina La Tinta",10356,"Con  1 hijos nacidos",1910,0.18
1617,"Raxruhá",9279,"Con  1 hijos nacidos",1462,0.16
1701,"Flores",10948,"Con  1 hijos nacidos",2049,0.19
1702,"San José",1826,"Con  1 hijos nacidos",262,0.14
1703,"San Benito",12803,"Con  1 hijos nacidos",2323,0.18
1704,"San Andrés",8228,"Con  1 hijos nacidos",1287,0.16
1705,"La Libertad",18392,"Con  1 hijos nacidos",2872,0.16
1706,"San Francisco",4060,"Con  1 hijos nacidos",778,0.19
1707,"Santa Ana",5989,"Con  1 hijos nacidos",1048,0.17
1708,"Dolores",6887,"Con  1 hijos nacidos",1070,0.16
1709,"San Luis",18010,"Con  1 hijos nacidos",3116,0.17
1710,"Sayaxché",23645,"Con  1 hijos nacidos",3848,0.16
1711,"Melchor de Mencos",7551,"Con  1 hijos nacidos",1321,0.17
1712,"Poptún",14432,"Con  1 hijos nacidos",2390,0.17
1713,"Las Cruces",8359,"Con  1 hijos nacidos",1419,0.17
1714,"El Chal",3755,"Con  1 hijos nacidos",585,0.16
1801,"Puerto Barrios",28502,"Con  1 hijos nacidos",5849,0.21
1802,"Livingston",19257,"Con  1 hijos nacidos",3147,0.16
1803,"El Estor",17875,"Con  1 hijos nacidos",2531,0.14
1804,"Morales",27355,"Con  1 hijos nacidos",4719,0.17
1805,"Los Amates",16007,"Con  1 hijos nacidos",2663,0.17
1901,"Zacapa",16621,"Con  1 hijos nacidos",3113,0.19
1902,"Estanzuela",2774,"Con  1 hijos nacidos",581,0.21
1903,"Río Hondo",6024,"Con  1 hijos nacidos",1212,0.2
1904,"Gualán",12009,"Con  1 hijos nacidos",2193,0.18
1905,"Teculután",5032,"Con  1 hijos nacidos",930,0.18
1906,"Usumatlán",3269,"Con  1 hijos nacidos",600,0.18
1907,"Cabañas",3533,"Con  1 hijos nacidos",613,0.17
1908,"San Diego",1927,"Con  1 hijos nacidos",336,0.17
1909,"La Unión",8297,"Con  1 hijos nacidos",1273,0.15
1910,"Huité",2970,"Con  1 hijos nacidos",532,0.18
1911,"San Jorge",3343,"Con  1 hijos nacidos",622,0.19
2001,"Chiquimula",30451,"Con  1 hijos nacidos",5578,0.18
2002,"San José la Arada",2376,"Con  1 hijos nacidos",471,0.2
2003,"San Juan Ermita",4340,"Con  1 hijos nacidos",716,0.16
2004,"Jocotán",16505,"Con  1 hijos nacidos",2251,0.14
2005,"Camotán",13857,"Con  1 hijos nacidos",2040,0.15
2006,"Olopa",6866,"Con  1 hijos nacidos",968,0.14
2007,"Esquipulas",14922,"Con  1 hijos nacidos",2677,0.18
2008,"Concepción las Minas",3190,"Con  1 hijos nacidos",533,0.17
2009,"Quezaltepeque",8185,"Con  1 hijos nacidos",1555,0.19
2010,"San Jacinto",3494,"Con  1 hijos nacidos",573,0.16
2011,"Ipala",6296,"Con  1 hijos nacidos",1211,0.19
2101,"Jalapa",42623,"Con  1 hijos nacidos",6671,0.16
2102,"San Pedro Pinula",15694,"Con  1 hijos nacidos",2473,0.16
2103,"San Luis Jilotepeque",7307,"Con  1 hijos nacidos",1348,0.18
2104,"San Manuel Chaparrón",2289,"Con  1 hijos nacidos",430,0.19
2105,"San Carlos Alzatate",4999,"Con  1 hijos nacidos",792,0.16
2106,"Monjas",7665,"Con  1 hijos nacidos",1421,0.19
2107,"Mataquescuintla",11337,"Con  1 hijos nacidos",1966,0.17
2201,"Jutiapa",39656,"Con  1 hijos nacidos",6453,0.16
2202,"El Progreso",6350,"Con  1 hijos nacidos",1157,0.18
2203,"Santa Catarina Mita",8125,"Con  1 hijos nacidos",1617,0.2
2204,"Agua Blanca",4440,"Con  1 hijos nacidos",773,0.17
2205,"Asunción Mita",13397,"Con  1 hijos nacidos",2692,0.2
2206,"Yupiltepeque",4731,"Con  1 hijos nacidos",774,0.16
2207,"Atescatempa",4966,"Con  1 hijos nacidos",1019,0.21
2208,"Jerez",1648,"Con  1 hijos nacidos",360,0.22
2209,"El Adelanto",1715,"Con  1 hijos nacidos",293,0.17
2210,"Zapotitlán",2385,"Con  1 hijos nacidos",356,0.15
2211,"Comapa",8354,"Con  1 hijos nacidos",1188,0.14
2212,"Jalpatagua",7773,"Con  1 hijos nacidos",1409,0.18
2213,"Conguaco",5724,"Con  1 hijos nacidos",810,0.14
2214,"Moyuta",10365,"Con  1 hijos nacidos",1822,0.18
2215,"Pasaco",2199,"Con  1 hijos nacidos",363,0.17
2216,"San José Acatempa",3796,"Con  1 hijos nacidos",682,0.18
2217,"Quesada",6155,"Con  1 hijos nacidos",1091,0.18
101,"Guatemala",263622,"Con  2 hijos nacidos",71637,0.27
102,"Santa Catarina Pinula",23901,"Con  2 hijos nacidos",5892,0.25
103,"San José Pinula",23316,"Con  2 hijos nacidos",5339,0.23
104,"San José del Golfo",1965,"Con  2 hijos nacidos",419,0.21
105,"Palencia",19386,"Con  2 hijos nacidos",3959,0.2
106,"Chinautla",32974,"Con  2 hijos nacidos",7450,0.23
107,"San Pedro Ayampuc",16464,"Con  2 hijos nacidos",3201,0.19
108,"Mixco",136108,"Con  2 hijos nacidos",35824,0.26
109,"San Pedro Sacatepéquez",14527,"Con  2 hijos nacidos",2746,0.19
110,"San Juan Sacatepéquez",60398,"Con  2 hijos nacidos",10140,0.17
111,"San Raymundo",9010,"Con  2 hijos nacidos",1473,0.16
112,"Chuarrancho",3142,"Con  2 hijos nacidos",463,0.15
113,"Fraijanes",16324,"Con  2 hijos nacidos",4032,0.25
114,"Amatitlán",33678,"Con  2 hijos nacidos",8059,0.24
115,"Villa Nueva",127756,"Con  2 hijos nacidos",31103,0.24
116,"Villa Canales",44559,"Con  2 hijos nacidos",9810,0.22
117,"San Miguel Petapa",40599,"Con  2 hijos nacidos",10125,0.25
201,"Guastatoya",6931,"Con  2 hijos nacidos",1613,0.23
202,"Morazán",3180,"Con  2 hijos nacidos",655,0.21
203,"San Agustín Acasaguastlán",11692,"Con  2 hijos nacidos",2082,0.18
204,"San Cristóbal Acasaguastlán",1955,"Con  2 hijos nacidos",391,0.2
205,"El Jícaro",3577,"Con  2 hijos nacidos",785,0.22
206,"Sansare",3473,"Con  2 hijos nacidos",723,0.21
207,"Sanarate",10818,"Con  2 hijos nacidos",2415,0.22
208,"San Antonio la Paz",5562,"Con  2 hijos nacidos",1207,0.22
301,"Antigua Guatemala",12916,"Con  2 hijos nacidos",3039,0.24
302,"Jocotenango",6227,"Con  2 hijos nacidos",1602,0.26
303,"Pastores",4986,"Con  2 hijos nacidos",1020,0.2
304,"Sumpango",10410,"Con  2 hijos nacidos",1840,0.18
305,"Santo Domingo Xenacoj",3564,"Con  2 hijos nacidos",623,0.17
306,"Santiago Sacatepéquez",8470,"Con  2 hijos nacidos",1599,0.19
307,"San Bartolomé Milpas Altas",2316,"Con  2 hijos nacidos",541,0.23
308,"San Lucas Sacatepéquez",6865,"Con  2 hijos nacidos",1721,0.25
309,"Santa Lucía Milpas Altas",4666,"Con  2 hijos nacidos",999,0.21
310,"Magdalena Milpas Altas",3404,"Con  2 hijos nacidos",617,0.18
311,"Santa María de Jesús",5691,"Con  2 hijos nacidos",770,0.14
312,"Ciudad Vieja",9597,"Con  2 hijos nacidos",2125,0.22
313,"San Miguel Dueñas",3701,"Con  2 hijos nacidos",844,0.23
314,"San Juan Alotenango",6638,"Con  2 hijos nacidos",1156,0.17
315,"San Antonio Aguas Calientes",3174,"Con  2 hijos nacidos",664,0.21
316,"Santa Catarina Barahona",1165,"Con  2 hijos nacidos",238,0.2
401,"Chimaltenango",28134,"Con  2 hijos nacidos",4862,0.17
402,"San José Poaquil",7775,"Con  2 hijos nacidos",1090,0.14
403,"San Martín Jilotepeque",20494,"Con  2 hijos nacidos",2722,0.13
404,"San Juan Comalapa",13383,"Con  2 hijos nacidos",1872,0.14
405,"Santa Apolonia",5015,"Con  2 hijos nacidos",638,0.13
406,"Tecpán Guatemala",24496,"Con  2 hijos nacidos",3236,0.13
407,"Patzún",16041,"Con  2 hijos nacidos",2441,0.15
408,"San Miguel Pochuta",2263,"Con  2 hijos nacidos",345,0.15
409,"Patzicía",9111,"Con  2 hijos nacidos",1367,0.15
410,"Santa Cruz Balanyá",2546,"Con  2 hijos nacidos",411,0.16
411,"Acatenango",6322,"Con  2 hijos nacidos",1002,0.16
412,"San Pedro Yepocapa",8808,"Con  2 hijos nacidos",1238,0.14
413,"San Andrés Itzapa",8851,"Con  2 hijos nacidos",1464,0.17
414,"Parramos",4545,"Con  2 hijos nacidos",751,0.17
415,"Zaragoza",6732,"Con  2 hijos nacidos",1231,0.18
416,"El Tejar",5724,"Con  2 hijos nacidos",1099,0.19
501,"Escuintla",42696,"Con  2 hijos nacidos",9942,0.23
502,"Santa Lucía Cotzumalguapa",30471,"Con  2 hijos nacidos",6103,0.2
503,"La Democracia",6084,"Con  2 hijos nacidos",1296,0.21
504,"Siquinalá",6132,"Con  2 hijos nacidos",1237,0.2
505,"Masagua",12045,"Con  2 hijos nacidos",2392,0.2
506,"Tiquisate",15282,"Con  2 hijos nacidos",3272,0.21
507,"La Gomera",12555,"Con  2 hijos nacidos",2608,0.21
508,"Guanagazapa",3982,"Con  2 hijos nacidos",691,0.17
509,"San José",17344,"Con  2 hijos nacidos",4007,0.23
510,"Iztapa",5076,"Con  2 hijos nacidos",1160,0.23
511,"Palín",18821,"Con  2 hijos nacidos",4162,0.22
512,"San Vicente Pacaya",4514,"Con  2 hijos nacidos",931,0.21
513,"Nueva Concepción",19822,"Con  2 hijos nacidos",3730,0.19
514,"Sipacate",4426,"Con  2 hijos nacidos",885,0.2
601,"Cuilapa",11113,"Con  2 hijos nacidos",2355,0.21
602,"Barberena",15892,"Con  2 hijos nacidos",3346,0.21
603,"Santa Rosa de Lima",5402,"Con  2 hijos nacidos",1016,0.19
604,"Casillas",6840,"Con  2 hijos nacidos",1226,0.18
605,"San Rafael las Flores",3387,"Con  2 hijos nacidos",583,0.17
606,"Oratorio",6472,"Con  2 hijos nacidos",1237,0.19
607,"San Juan Tecuaco",2596,"Con  2 hijos nacidos",389,0.15
608,"Chiquimulilla",14388,"Con  2 hijos nacidos",2956,0.21
609,"Taxisco",7702,"Con  2 hijos nacidos",1615,0.21
610,"Santa María Ixhuatán",6168,"Con  2 hijos nacidos",1162,0.19
